Perioden,Regio's,Gemiddelde woningwaarde (1 000 euro)
2002,Hardenberg,127
2003,Hardenberg,127
2004,Hardenberg,128
2005,Hardenberg,195
2006,Hardenberg,195
2007,Hardenberg,207
2008,Hardenberg,219
2009,Hardenberg,224
2010,Hardenberg,227
2011,Hardenberg,219
2012,Hardenberg,215
2013,Hardenberg,209
2014,Hardenberg,197
2015,Hardenberg,194
2016,Hardenberg,199
2017,Hardenberg,204
2018**,Hardenberg,208
2019*,Hardenberg,217
2020*,Hardenberg,224
1997,Harderwijk,91
1998,Harderwijk,91
1999,Harderwijk,91
2000,Harderwijk,87
2001,Harderwijk,134
2002,Harderwijk,135
2003,Harderwijk,135
2004,Harderwijk,135
2005,Harderwijk,213
2006,Harderwijk,212
2007,Harderwijk,227
2008,Harderwijk,235
2009,Harderwijk,241
2010,Harderwijk,245
2011,Harderwijk,240
2012,Harderwijk,235
2013,Harderwijk,239
2014,Harderwijk,226
2015,Harderwijk,225
2016,Harderwijk,229
2017,Harderwijk,235
2018**,Harderwijk,245
2019*,Harderwijk,258
2020*,Harderwijk,272
1997,Hardinxveld-Giessendam,71
1998,Hardinxveld-Giessendam,71
1999,Hardinxveld-Giessendam,72
2000,Hardinxveld-Giessendam,72
2001,Hardinxveld-Giessendam,136
2002,Hardinxveld-Giessendam,135
2003,Hardinxveld-Giessendam,137
2004,Hardinxveld-Giessendam,138
2005,Hardinxveld-Giessendam,204
2006,Hardinxveld-Giessendam,205
2007,Hardinxveld-Giessendam,230
2008,Hardinxveld-Giessendam,248
2009,Hardinxveld-Giessendam,259
2010,Hardinxveld-Giessendam,258
2011,Hardinxveld-Giessendam,248
2012,Hardinxveld-Giessendam,243
2013,Hardinxveld-Giessendam,233
2014,Hardinxveld-Giessendam,224
2015,Hardinxveld-Giessendam,216
2016,Hardinxveld-Giessendam,217
2017,Hardinxveld-Giessendam,221
2018**,Hardinxveld-Giessendam,228
2019*,Hardinxveld-Giessendam,240
2020*,Hardinxveld-Giessendam,255
1997,Haren,112
1998,Haren,111
1999,Haren,112
2000,Haren,113
2001,Haren,158
2002,Haren,157
2003,Haren,159
2004,Haren,160
2005,Haren,245
2006,Haren,245
2007,Haren,273
2008,Haren,306
2009,Haren,310
2010,Haren,306
2011,Haren,295
2012,Haren,286
2013,Haren,274
2014,Haren,260
2015,Haren,254
2016,Haren,256
2017,Haren,272
2018**,Haren,291
2019*,Haren,
2020*,Haren,
1997,Harenkarspel,82
1998,Harenkarspel,83
1999,Harenkarspel,84
2000,Harenkarspel,84
2001,Harenkarspel,154
2002,Harenkarspel,156
2003,Harenkarspel,158
2004,Harenkarspel,159
2005,Harenkarspel,229
2006,Harenkarspel,228
2007,Harenkarspel,254
2008,Harenkarspel,265
2009,Harenkarspel,274
2010,Harenkarspel,278
2011,Harenkarspel,274
2012,Harenkarspel,271
2013,Harenkarspel,
2014,Harenkarspel,
2015,Harenkarspel,
2016,Harenkarspel,
2017,Harenkarspel,
2018**,Harenkarspel,
2019*,Harenkarspel,
2020*,Harenkarspel,
1997,Harlingen,59
1998,Harlingen,59
1999,Harlingen,60
2000,Harlingen,61
2001,Harlingen,88
2002,Harlingen,88
2003,Harlingen,89
2004,Harlingen,89
2005,Harlingen,144
2006,Harlingen,145
2007,Harlingen,161
2008,Harlingen,175
2009,Harlingen,178
2010,Harlingen,178
2011,Harlingen,176
2012,Harlingen,174
2013,Harlingen,165
2014,Harlingen,154
2015,Harlingen,147
2016,Harlingen,149
2017,Harlingen,151
2018**,Harlingen,156
2019*,Harlingen,164
2020*,Harlingen,177
1997,Harmelen,112
1998,Harmelen,111
1999,Harmelen,112
2000,Harmelen,112
2001,Harmelen,
2002,Harmelen,
2003,Harmelen,
2004,Harmelen,
2005,Harmelen,
2006,Harmelen,
2007,Harmelen,
2008,Harmelen,
2009,Harmelen,
2010,Harmelen,
2011,Harmelen,
2012,Harmelen,
2013,Harmelen,
2014,Harmelen,
2015,Harmelen,
2016,Harmelen,
2017,Harmelen,
2018**,Harmelen,
2019*,Harmelen,
2020*,Harmelen,
1997,Hasselt,82
1998,Hasselt,84
1999,Hasselt,85
2000,Hasselt,85
2001,Hasselt,
2002,Hasselt,
2003,Hasselt,
2004,Hasselt,
2005,Hasselt,
2006,Hasselt,
2007,Hasselt,
2008,Hasselt,
2009,Hasselt,
2010,Hasselt,
2011,Hasselt,
2012,Hasselt,
2013,Hasselt,
2014,Hasselt,
2015,Hasselt,
2016,Hasselt,
2017,Hasselt,
2018**,Hasselt,
2019*,Hasselt,
2020*,Hasselt,
1997,Hattem,104
1998,Hattem,104
1999,Hattem,104
2000,Hattem,104
2001,Hattem,161
2002,Hattem,162
2003,Hattem,162
2004,Hattem,162
2005,Hattem,257
2006,Hattem,258
2007,Hattem,271
2008,Hattem,289
2009,Hattem,297
2010,Hattem,291
2011,Hattem,285
2012,Hattem,276
2013,Hattem,268
2014,Hattem,252
2015,Hattem,241
2016,Hattem,240
2017,Hattem,252
2018**,Hattem,262
2019*,Hattem,282
2020*,Hattem,302
1997,Havelte,83
1998,Havelte,
1999,Havelte,
2000,Havelte,
2001,Havelte,
2002,Havelte,
2003,Havelte,
2004,Havelte,
2005,Havelte,
2006,Havelte,
2007,Havelte,
2008,Havelte,
2009,Havelte,
2010,Havelte,
2011,Havelte,
2012,Havelte,
2013,Havelte,
2014,Havelte,
2015,Havelte,
2016,Havelte,
2017,Havelte,
2018**,Havelte,
2019*,Havelte,
2020*,Havelte,
1997,Hedel,91
1998,Hedel,93
1999,Hedel,
2000,Hedel,
2001,Hedel,
2002,Hedel,
2003,Hedel,
2004,Hedel,
2005,Hedel,
2006,Hedel,
2007,Hedel,
2008,Hedel,
2009,Hedel,
2010,Hedel,
2011,Hedel,
2012,Hedel,
2013,Hedel,
2014,Hedel,
2015,Hedel,
2016,Hedel,
2017,Hedel,
2018**,Hedel,
2019*,Hedel,
2020*,Hedel,
1997,Heel,98
1998,Heel,99
1999,Heel,100
2000,Heel,100
2001,Heel,152
2002,Heel,151
2003,Heel,152
2004,Heel,152
2005,Heel,219
2006,Heel,219
2007,Heel,
2008,Heel,
2009,Heel,
2010,Heel,
2011,Heel,
2012,Heel,
2013,Heel,
2014,Heel,
2015,Heel,
2016,Heel,
2017,Heel,
2018**,Heel,
2019*,Heel,
2020*,Heel,
1997,Heemskerk,74
1998,Heemskerk,74
1999,Heemskerk,75
2000,Heemskerk,76
2001,Heemskerk,133
2002,Heemskerk,133
2003,Heemskerk,133
2004,Heemskerk,134
2005,Heemskerk,207
2006,Heemskerk,211
2007,Heemskerk,222
2008,Heemskerk,233
2009,Heemskerk,241
2010,Heemskerk,243
2011,Heemskerk,239
2012,Heemskerk,235
2013,Heemskerk,224
2014,Heemskerk,212
2015,Heemskerk,206
2016,Heemskerk,212
2017,Heemskerk,218
2018**,Heemskerk,233
2019*,Heemskerk,258
2020*,Heemskerk,283
1997,Heemstede,145
1998,Heemstede,145
1999,Heemstede,145
2000,Heemstede,144
2001,Heemstede,233
2002,Heemstede,233
2003,Heemstede,233
2004,Heemstede,233
2005,Heemstede,344
2006,Heemstede,343
2007,Heemstede,374
2008,Heemstede,414
2009,Heemstede,431
2010,Heemstede,445
2011,Heemstede,431
2012,Heemstede,416
2013,Heemstede,394
2014,Heemstede,369
2015,Heemstede,360
2016,Heemstede,377
2017,Heemstede,410
2018**,Heemstede,453
2019*,Heemstede,502
2020*,Heemstede,546
1997,Heerde,111
1998,Heerde,108
1999,Heerde,109
2000,Heerde,109
2001,Heerde,169
2002,Heerde,170
2003,Heerde,170
2004,Heerde,171
2005,Heerde,288
2006,Heerde,289
2007,Heerde,297
2008,Heerde,311
2009,Heerde,317
2010,Heerde,320
2011,Heerde,311
2012,Heerde,301
2013,Heerde,277
2014,Heerde,254
2015,Heerde,245
2016,Heerde,237
2017,Heerde,252
2018**,Heerde,260
2019*,Heerde,275
2020*,Heerde,294
1997,Heerenveen,61
1998,Heerenveen,65
1999,Heerenveen,63
2000,Heerenveen,64
2001,Heerenveen,113
2002,Heerenveen,114
2003,Heerenveen,116
2004,Heerenveen,116
2005,Heerenveen,177
2006,Heerenveen,178
2007,Heerenveen,195
2008,Heerenveen,211
2009,Heerenveen,219
2010,Heerenveen,213
2011,Heerenveen,216
2012,Heerenveen,210
2013,Heerenveen,199
2014,Heerenveen,183
2015,Heerenveen,177
2016,Heerenveen,181
2017,Heerenveen,186
2018**,Heerenveen,200
2019*,Heerenveen,209
2020*,Heerenveen,227
1997,Heerewaarden,71
1998,Heerewaarden,72
1999,Heerewaarden,
2000,Heerewaarden,
2001,Heerewaarden,
2002,Heerewaarden,
2003,Heerewaarden,
2004,Heerewaarden,
2005,Heerewaarden,
2006,Heerewaarden,
2007,Heerewaarden,
2008,Heerewaarden,
2009,Heerewaarden,
2010,Heerewaarden,
2011,Heerewaarden,
2012,Heerewaarden,
2013,Heerewaarden,
2014,Heerewaarden,
2015,Heerewaarden,
2016,Heerewaarden,
2017,Heerewaarden,
2018**,Heerewaarden,
2019*,Heerewaarden,
2020*,Heerewaarden,
1997,Heerhugowaard,84
1998,Heerhugowaard,78
1999,Heerhugowaard,79
2000,Heerhugowaard,79
2001,Heerhugowaard,118
2002,Heerhugowaard,126
2003,Heerhugowaard,126
2004,Heerhugowaard,127
2005,Heerhugowaard,190
2006,Heerhugowaard,193
2007,Heerhugowaard,198
2008,Heerhugowaard,213
2009,Heerhugowaard,225
2010,Heerhugowaard,225
2011,Heerhugowaard,222
2012,Heerhugowaard,217
2013,Heerhugowaard,211
2014,Heerhugowaard,202
2015,Heerhugowaard,197
2016,Heerhugowaard,197
2017,Heerhugowaard,200
2018**,Heerhugowaard,211
2019*,Heerhugowaard,227
2020*,Heerhugowaard,252
1997,Heerjansdam,80
1998,Heerjansdam,80
1999,Heerjansdam,80
2000,Heerjansdam,79
2001,Heerjansdam,140
2002,Heerjansdam,
2003,Heerjansdam,
2004,Heerjansdam,
2005,Heerjansdam,
2006,Heerjansdam,
2007,Heerjansdam,
2008,Heerjansdam,
2009,Heerjansdam,
2010,Heerjansdam,
2011,Heerjansdam,
2012,Heerjansdam,
2013,Heerjansdam,
2014,Heerjansdam,
2015,Heerjansdam,
2016,Heerjansdam,
2017,Heerjansdam,
2018**,Heerjansdam,
2019*,Heerjansdam,
2020*,Heerjansdam,
1997,Heerlen,67
1998,Heerlen,67
1999,Heerlen,67
2000,Heerlen,68
2001,Heerlen,101
2002,Heerlen,101
2003,Heerlen,101
2004,Heerlen,102
2005,Heerlen,130
2006,Heerlen,129
2007,Heerlen,135
2008,Heerlen,134
2009,Heerlen,137
2010,Heerlen,139
2011,Heerlen,135
2012,Heerlen,133
2013,Heerlen,129
2014,Heerlen,123
2015,Heerlen,119
2016,Heerlen,123
2017,Heerlen,124
2018**,Heerlen,129
2019*,Heerlen,135
2020*,Heerlen,148
1997,Heeze-Leende,105
1998,Heeze-Leende,105
1999,Heeze-Leende,106
2000,Heeze-Leende,107
2001,Heeze-Leende,197
2002,Heeze-Leende,198
2003,Heeze-Leende,199
2004,Heeze-Leende,200
2005,Heeze-Leende,311
2006,Heeze-Leende,310
2007,Heeze-Leende,334
2008,Heeze-Leende,360
2009,Heeze-Leende,371
2010,Heeze-Leende,370
2011,Heeze-Leende,358
2012,Heeze-Leende,347
2013,Heeze-Leende,330
2014,Heeze-Leende,311
2015,Heeze-Leende,302
2016,Heeze-Leende,307
2017,Heeze-Leende,311
2018**,Heeze-Leende,323
2019*,Heeze-Leende,339
2020*,Heeze-Leende,358
1997,Heiloo,104
1998,Heiloo,104
1999,Heiloo,104
2000,Heiloo,104
2001,Heiloo,186
2002,Heiloo,186
2003,Heiloo,185
2004,Heiloo,187
2005,Heiloo,285
2006,Heiloo,286
2007,Heiloo,296
2008,Heiloo,326
2009,Heiloo,341
2010,Heiloo,347
2011,Heiloo,335
2012,Heiloo,323
2013,Heiloo,309
2014,Heiloo,288
2015,Heiloo,277
2016,Heiloo,281
2017,Heiloo,291
2018**,Heiloo,305
2019*,Heiloo,338
2020*,Heiloo,364
1997,Heino,85
1998,Heino,85
1999,Heino,85
2000,Heino,85
2001,Heino,
2002,Heino,
2003,Heino,
2004,Heino,
2005,Heino,
2006,Heino,
2007,Heino,
2008,Heino,
2009,Heino,
2010,Heino,
2011,Heino,
2012,Heino,
2013,Heino,
2014,Heino,
2015,Heino,
2016,Heino,
2017,Heino,
2018**,Heino,
2019*,Heino,
2020*,Heino,
1997,Helden,102
1998,Helden,102
1999,Helden,103
2000,Helden,104
2001,Helden,152
2002,Helden,153
2003,Helden,153
2004,Helden,154
2005,Helden,224
2006,Helden,225
2007,Helden,242
2008,Helden,254
2009,Helden,259
2010,Helden,
2011,Helden,
2012,Helden,
2013,Helden,
2014,Helden,
2015,Helden,
2016,Helden,
2017,Helden,
2018**,Helden,
2019*,Helden,
2020*,Helden,
1997,Den Helder,50
1998,Den Helder,50
1999,Den Helder,51
2000,Den Helder,51
2001,Den Helder,83
2002,Den Helder,83
2003,Den Helder,84
2004,Den Helder,84
2005,Den Helder,144
2006,Den Helder,145
2007,Den Helder,153
2008,Den Helder,163
2009,Den Helder,163
2010,Den Helder,162
2011,Den Helder,162
2012,Den Helder,159
2013,Den Helder,155
2014,Den Helder,147
2015,Den Helder,142
2016,Den Helder,142
2017,Den Helder,142
2018**,Den Helder,146
2019*,Den Helder,153
2020*,Den Helder,161
1997,Hellendoorn,92
1998,Hellendoorn,92
1999,Hellendoorn,92
2000,Hellendoorn,92
2001,Hellendoorn,139
2002,Hellendoorn,139
2003,Hellendoorn,140
2004,Hellendoorn,141
2005,Hellendoorn,217
2006,Hellendoorn,217
2007,Hellendoorn,235
2008,Hellendoorn,249
2009,Hellendoorn,259
2010,Hellendoorn,262
2011,Hellendoorn,254
2012,Hellendoorn,250
2013,Hellendoorn,239
2014,Hellendoorn,224
2015,Hellendoorn,218
2016,Hellendoorn,218
2017,Hellendoorn,222
2018**,Hellendoorn,229
2019*,Hellendoorn,242
2020*,Hellendoorn,256
1997,Hellevoetsluis,84
1998,Hellevoetsluis,84
1999,Hellevoetsluis,85
2000,Hellevoetsluis,86
2001,Hellevoetsluis,126
2002,Hellevoetsluis,124
2003,Hellevoetsluis,126
2004,Hellevoetsluis,128
2005,Hellevoetsluis,178
2006,Hellevoetsluis,178
2007,Hellevoetsluis,198
2008,Hellevoetsluis,218
2009,Hellevoetsluis,226
2010,Hellevoetsluis,229
2011,Hellevoetsluis,223
2012,Hellevoetsluis,214
2013,Hellevoetsluis,206
2014,Hellevoetsluis,195
2015,Hellevoetsluis,189
2016,Hellevoetsluis,190
2017,Hellevoetsluis,195
2018**,Hellevoetsluis,203
2019*,Hellevoetsluis,213
2020*,Hellevoetsluis,230
1997,Helmond,61
1998,Helmond,63
1999,Helmond,64
2000,Helmond,64
2001,Helmond,122
2002,Helmond,123
2003,Helmond,124
2004,Helmond,125
2005,Helmond,192
2006,Helmond,193
2007,Helmond,208
2008,Helmond,227
2009,Helmond,237
2010,Helmond,236
2011,Helmond,232
2012,Helmond,225
2013,Helmond,218
2014,Helmond,206
2015,Helmond,200
2016,Helmond,196
2017,Helmond,198
2018**,Helmond,205
2019*,Helmond,215
2020*,Helmond,229
1997,Hendrik-Ido-Ambacht,79
1998,Hendrik-Ido-Ambacht,79
1999,Hendrik-Ido-Ambacht,79
2000,Hendrik-Ido-Ambacht,79
2001,Hendrik-Ido-Ambacht,133
2002,Hendrik-Ido-Ambacht,132
2003,Hendrik-Ido-Ambacht,133
2004,Hendrik-Ido-Ambacht,137
2005,Hendrik-Ido-Ambacht,206
2006,Hendrik-Ido-Ambacht,210
2007,Hendrik-Ido-Ambacht,221
2008,Hendrik-Ido-Ambacht,231
2009,Hendrik-Ido-Ambacht,241
2010,Hendrik-Ido-Ambacht,247
2011,Hendrik-Ido-Ambacht,243
2012,Hendrik-Ido-Ambacht,240
2013,Hendrik-Ido-Ambacht,231
2014,Hendrik-Ido-Ambacht,215
2015,Hendrik-Ido-Ambacht,208
2016,Hendrik-Ido-Ambacht,214
2017,Hendrik-Ido-Ambacht,220
2018**,Hendrik-Ido-Ambacht,234
2019*,Hendrik-Ido-Ambacht,252
2020*,Hendrik-Ido-Ambacht,280
1997,Hengelo (Gld.),98
1998,Hengelo (Gld.),98
1999,Hengelo (Gld.),98
2000,Hengelo (Gld.),99
2001,Hengelo (Gld.),148
2002,Hengelo (Gld.),
2003,Hengelo (Gld.),
2004,Hengelo (Gld.),
2005,Hengelo (Gld.),
2006,Hengelo (Gld.),
2007,Hengelo (Gld.),
2008,Hengelo (Gld.),
2009,Hengelo (Gld.),
2010,Hengelo (Gld.),
2011,Hengelo (Gld.),
2012,Hengelo (Gld.),
2013,Hengelo (Gld.),
2014,Hengelo (Gld.),
2015,Hengelo (Gld.),
2016,Hengelo (Gld.),
2017,Hengelo (Gld.),
2018**,Hengelo (Gld.),
2019*,Hengelo (Gld.),
2020*,Hengelo (Gld.),
1997,Hengelo (O.),59
1998,Hengelo (O.),60
1999,Hengelo (O.),61
2000,Hengelo (O.),61
2001,Hengelo (O.),107
2002,Hengelo (O.),107
2003,Hengelo (O.),108
2004,Hengelo (O.),108
2005,Hengelo (O.),163
2006,Hengelo (O.),163
2007,Hengelo (O.),179
2008,Hengelo (O.),189
2009,Hengelo (O.),193
2010,Hengelo (O.),193
2011,Hengelo (O.),189
2012,Hengelo (O.),185
2013,Hengelo (O.),180
2014,Hengelo (O.),168
2015,Hengelo (O.),162
2016,Hengelo (O.),166
2017,Hengelo (O.),168
2018**,Hengelo (O.),175
2019*,Hengelo (O.),186
2020*,Hengelo (O.),201
1997,'s-Hertogenbosch,87
1998,'s-Hertogenbosch,88
1999,'s-Hertogenbosch,88
2000,'s-Hertogenbosch,87
2001,'s-Hertogenbosch,141
2002,'s-Hertogenbosch,141
2003,'s-Hertogenbosch,142
2004,'s-Hertogenbosch,143
2005,'s-Hertogenbosch,214
2006,'s-Hertogenbosch,214
2007,'s-Hertogenbosch,234
2008,'s-Hertogenbosch,253
2009,'s-Hertogenbosch,263
2010,'s-Hertogenbosch,266
2011,'s-Hertogenbosch,255
2012,'s-Hertogenbosch,252
2013,'s-Hertogenbosch,235
2014,'s-Hertogenbosch,221
2015,'s-Hertogenbosch,220
2016,'s-Hertogenbosch,228
2017,'s-Hertogenbosch,238
2018**,'s-Hertogenbosch,256
2019*,'s-Hertogenbosch,278
2020*,'s-Hertogenbosch,295
1997,Heteren,94
1998,Heteren,93
1999,Heteren,90
2000,Heteren,96
2001,Heteren,
2002,Heteren,
2003,Heteren,
2004,Heteren,
2005,Heteren,
2006,Heteren,
2007,Heteren,
2008,Heteren,
2009,Heteren,
2010,Heteren,
2011,Heteren,
2012,Heteren,
2013,Heteren,
2014,Heteren,
2015,Heteren,
2016,Heteren,
2017,Heteren,
2018**,Heteren,
2019*,Heteren,
2020*,Heteren,
1997,Heumen,111
1998,Heumen,111
1999,Heumen,112
2000,Heumen,113
2001,Heumen,175
2002,Heumen,175
2003,Heumen,180
2004,Heumen,179
2005,Heumen,280
2006,Heumen,280
2007,Heumen,298
2008,Heumen,312
2009,Heumen,325
2010,Heumen,326
2011,Heumen,317
2012,Heumen,308
2013,Heumen,295
2014,Heumen,271
2015,Heumen,263
2016,Heumen,259
2017,Heumen,260
2018**,Heumen,269
2019*,Heumen,280
2020*,Heumen,303
1997,Heusden,84
1998,Heusden,83
1999,Heusden,84
2000,Heusden,85
2001,Heusden,164
2002,Heusden,164
2003,Heusden,165
2004,Heusden,165
2005,Heusden,251
2006,Heusden,253
2007,Heusden,275
2008,Heusden,285
2009,Heusden,297
2010,Heusden,304
2011,Heusden,291
2012,Heusden,283
2013,Heusden,278
2014,Heusden,267
2015,Heusden,255
2016,Heusden,253
2017,Heusden,258
2018**,Heusden,265
2019*,Heusden,275
2020*,Heusden,293
1997,Heythuysen,94
1998,Heythuysen,94
1999,Heythuysen,94
2000,Heythuysen,95
2001,Heythuysen,150
2002,Heythuysen,151
2003,Heythuysen,151
2004,Heythuysen,152
2005,Heythuysen,217
2006,Heythuysen,218
2007,Heythuysen,
2008,Heythuysen,
2009,Heythuysen,
2010,Heythuysen,
2011,Heythuysen,
2012,Heythuysen,
2013,Heythuysen,
2014,Heythuysen,
2015,Heythuysen,
2016,Heythuysen,
2017,Heythuysen,
2018**,Heythuysen,
2019*,Heythuysen,
2020*,Heythuysen,
1997,Hillegom,106
1998,Hillegom,107
1999,Hillegom,105
2000,Hillegom,105
2001,Hillegom,159
2002,Hillegom,159
2003,Hillegom,159
2004,Hillegom,159
2005,Hillegom,239
2006,Hillegom,240
2007,Hillegom,251
2008,Hillegom,261
2009,Hillegom,267
2010,Hillegom,270
2011,Hillegom,262
2012,Hillegom,255
2013,Hillegom,248
2014,Hillegom,226
2015,Hillegom,223
2016,Hillegom,223
2017,Hillegom,227
2018**,Hillegom,239
2019*,Hillegom,261
2020*,Hillegom,292
1997,Hilvarenbeek,116
1998,Hilvarenbeek,116
1999,Hilvarenbeek,116
2000,Hilvarenbeek,116
2001,Hilvarenbeek,181
2002,Hilvarenbeek,181
2003,Hilvarenbeek,181
2004,Hilvarenbeek,183
2005,Hilvarenbeek,288
2006,Hilvarenbeek,290
2007,Hilvarenbeek,314
2008,Hilvarenbeek,336
2009,Hilvarenbeek,347
2010,Hilvarenbeek,339
2011,Hilvarenbeek,329
2012,Hilvarenbeek,323
2013,Hilvarenbeek,307
2014,Hilvarenbeek,293
2015,Hilvarenbeek,284
2016,Hilvarenbeek,282
2017,Hilvarenbeek,287
2018**,Hilvarenbeek,296
2019*,Hilvarenbeek,310
2020*,Hilvarenbeek,328
1997,Hilversum,99
1998,Hilversum,97
1999,Hilversum,97
2000,Hilversum,97
2001,Hilversum,165
2002,Hilversum,165
2003,Hilversum,165
2004,Hilversum,165
2005,Hilversum,243
2006,Hilversum,243
2007,Hilversum,258
2008,Hilversum,279
2009,Hilversum,290
2010,Hilversum,292
2011,Hilversum,282
2012,Hilversum,277
2013,Hilversum,265
2014,Hilversum,252
2015,Hilversum,245
2016,Hilversum,250
2017,Hilversum,262
2018**,Hilversum,276
2019*,Hilversum,314
2020*,Hilversum,337
1997,Hoeksche Waard,
1998,Hoeksche Waard,
1999,Hoeksche Waard,
2000,Hoeksche Waard,
2001,Hoeksche Waard,
2002,Hoeksche Waard,
2003,Hoeksche Waard,
2004,Hoeksche Waard,
2005,Hoeksche Waard,
2006,Hoeksche Waard,
2007,Hoeksche Waard,
2008,Hoeksche Waard,
2009,Hoeksche Waard,
2010,Hoeksche Waard,
2011,Hoeksche Waard,
2012,Hoeksche Waard,
2013,Hoeksche Waard,
2014,Hoeksche Waard,
2015,Hoeksche Waard,
2016,Hoeksche Waard,
2017,Hoeksche Waard,
2018**,Hoeksche Waard,
2019*,Hoeksche Waard,248
2020*,Hoeksche Waard,266
1997,Hoevelaken,126
1998,Hoevelaken,126
1999,Hoevelaken,126
2000,Hoevelaken,
2001,Hoevelaken,
2002,Hoevelaken,
2003,Hoevelaken,
2004,Hoevelaken,
2005,Hoevelaken,
2006,Hoevelaken,
2007,Hoevelaken,
2008,Hoevelaken,
2009,Hoevelaken,
2010,Hoevelaken,
2011,Hoevelaken,
2012,Hoevelaken,
2013,Hoevelaken,
2014,Hoevelaken,
2015,Hoevelaken,
2016,Hoevelaken,
2017,Hoevelaken,
2018**,Hoevelaken,
2019*,Hoevelaken,
2020*,Hoevelaken,
1997,Hof van Twente,
1998,Hof van Twente,
1999,Hof van Twente,
2000,Hof van Twente,
2001,Hof van Twente,146
2002,Hof van Twente,146
2003,Hof van Twente,147
2004,Hof van Twente,148
2005,Hof van Twente,218
2006,Hof van Twente,218
2007,Hof van Twente,235
2008,Hof van Twente,249
2009,Hof van Twente,258
2010,Hof van Twente,264
2011,Hof van Twente,259
2012,Hof van Twente,250
2013,Hof van Twente,242
2014,Hof van Twente,230
2015,Hof van Twente,225
2016,Hof van Twente,224
2017,Hof van Twente,227
2018**,Hof van Twente,232
2019*,Hof van Twente,240
2020*,Hof van Twente,252
1997,Het Hogeland,
1998,Het Hogeland,
1999,Het Hogeland,
2000,Het Hogeland,
2001,Het Hogeland,
2002,Het Hogeland,
2003,Het Hogeland,
2004,Het Hogeland,
2005,Het Hogeland,
2006,Het Hogeland,
2007,Het Hogeland,
2008,Het Hogeland,
2009,Het Hogeland,
2010,Het Hogeland,
2011,Het Hogeland,
2012,Het Hogeland,
2013,Het Hogeland,
2014,Het Hogeland,
2015,Het Hogeland,
2016,Het Hogeland,
2017,Het Hogeland,
2018**,Het Hogeland,
2019*,Het Hogeland,165
2020*,Het Hogeland,174
1997,Hollands Kroon,
1998,Hollands Kroon,
1999,Hollands Kroon,
2000,Hollands Kroon,
2001,Hollands Kroon,
2002,Hollands Kroon,
2003,Hollands Kroon,
2004,Hollands Kroon,
2005,Hollands Kroon,
2006,Hollands Kroon,
2007,Hollands Kroon,
2008,Hollands Kroon,
2009,Hollands Kroon,
2010,Hollands Kroon,
2011,Hollands Kroon,
2012,Hollands Kroon,224
2013,Hollands Kroon,216
2014,Hollands Kroon,205
2015,Hollands Kroon,197
2016,Hollands Kroon,198
2017,Hollands Kroon,201
2018**,Hollands Kroon,205
2019*,Hollands Kroon,214
2020*,Hollands Kroon,223
1997,Holten,88
1998,Holten,89
1999,Holten,90
2000,Holten,90
2001,Holten,
2002,Holten,
2003,Holten,
2004,Holten,
2005,Holten,
2006,Holten,
2007,Holten,
2008,Holten,
2009,Holten,
2010,Holten,
2011,Holten,
2012,Holten,
2013,Holten,
2014,Holten,
2015,Holten,
2016,Holten,
2017,Holten,
2018**,Holten,
2019*,Holten,
2020*,Holten,
1997,Hontenisse,62
1998,Hontenisse,63
1999,Hontenisse,64
2000,Hontenisse,65
2001,Hontenisse,87
2002,Hontenisse,
2003,Hontenisse,
2004,Hontenisse,
2005,Hontenisse,
2006,Hontenisse,
2007,Hontenisse,
2008,Hontenisse,
2009,Hontenisse,
2010,Hontenisse,
2011,Hontenisse,
2012,Hontenisse,
2013,Hontenisse,
2014,Hontenisse,
2015,Hontenisse,
2016,Hontenisse,
2017,Hontenisse,
2018**,Hontenisse,
2019*,Hontenisse,
2020*,Hontenisse,
1997,Hoogeveen,61
1998,Hoogeveen,64
1999,Hoogeveen,64
2000,Hoogeveen,64
2001,Hoogeveen,108
2002,Hoogeveen,109
2003,Hoogeveen,110
2004,Hoogeveen,111
2005,Hoogeveen,158
2006,Hoogeveen,158
2007,Hoogeveen,170
2008,Hoogeveen,184
2009,Hoogeveen,192
2010,Hoogeveen,191
2011,Hoogeveen,191
2012,Hoogeveen,186
2013,Hoogeveen,178
2014,Hoogeveen,164
2015,Hoogeveen,159
2016,Hoogeveen,159
2017,Hoogeveen,163
2018**,Hoogeveen,168
2019*,Hoogeveen,177
2020*,Hoogeveen,188
1997,Hoogezand-Sappemeer,51
1998,Hoogezand-Sappemeer,52
1999,Hoogezand-Sappemeer,52
2000,Hoogezand-Sappemeer,53
2001,Hoogezand-Sappemeer,79
2002,Hoogezand-Sappemeer,79
2003,Hoogezand-Sappemeer,81
2004,Hoogezand-Sappemeer,82
2005,Hoogezand-Sappemeer,123
2006,Hoogezand-Sappemeer,123
2007,Hoogezand-Sappemeer,142
2008,Hoogezand-Sappemeer,152
2009,Hoogezand-Sappemeer,158
2010,Hoogezand-Sappemeer,160
2011,Hoogezand-Sappemeer,159
2012,Hoogezand-Sappemeer,154
2013,Hoogezand-Sappemeer,147
2014,Hoogezand-Sappemeer,138
2015,Hoogezand-Sappemeer,134
2016,Hoogezand-Sappemeer,133
2017,Hoogezand-Sappemeer,134
2018**,Hoogezand-Sappemeer,
2019*,Hoogezand-Sappemeer,
2020*,Hoogezand-Sappemeer,
1997,Hoorn,75
