,Onderwerp,Totale woningvoorraad,Totale woningvoorraad,Totale woningvoorraad
,Status van bewoning,Totaal,Bewoonde woningen,Niet bewoonde woningen
Regio's,Perioden,aantal,aantal,aantal
Molenwaard,2018,11206,10723,483
Molenwaard,2019,,,
Molenwaard,2020,,,
Molenwaard,2021,,,
Molenwaard,2022,,,
Molenwaard,2023,,,
Montferland,2012,14625,13857,768
Montferland,2013,14738,13994,744
Montferland,2014,14933,14236,697
Montferland,2015,15170,14560,610
Montferland,2016,15281,14738,543
Montferland,2017,15385,14872,513
Montferland,2018,15525,15060,465
Montferland,2019,15727,15294,433
Montferland,2020,15917,15418,499
Montferland,2021,16016,15540,476
Montferland,2022,16086,15670,416
Montferland,2023,16226,15778,448
Montfoort,2012,5350,5125,225
Montfoort,2013,5443,5215,228
Montfoort,2014,5483,5267,216
Montfoort,2015,5506,5314,192
Montfoort,2016,5572,5374,198
Montfoort,2017,5667,5426,241
Montfoort,2018,5730,5490,240
Montfoort,2019,5733,5551,182
Montfoort,2020,5740,5538,202
Montfoort,2021,5756,5554,202
Montfoort,2022,5775,5578,197
Montfoort,2023,5799,5606,193
Mook en Middelaar,2012,3476,3247,229
Mook en Middelaar,2013,3489,3267,222
Mook en Middelaar,2014,3518,3293,225
Mook en Middelaar,2015,3544,3334,210
Mook en Middelaar,2016,3560,3367,193
Mook en Middelaar,2017,3563,3370,193
Mook en Middelaar,2018,3617,3413,204
Mook en Middelaar,2019,3579,3436,143
Mook en Middelaar,2020,3591,3446,145
Mook en Middelaar,2021,3667,3502,165
Mook en Middelaar,2022,3680,3552,128
Mook en Middelaar,2023,3679,3549,130
Muiden,2012,2754,2644,110
Muiden,2013,2755,2638,117
Muiden,2014,2800,2643,157
Muiden,2015,2781,2655,126
Muiden,2016,,,
Muiden,2017,,,
Muiden,2018,,,
Muiden,2019,,,
Muiden,2020,,,
Muiden,2021,,,
Muiden,2022,,,
Muiden,2023,,,
Naarden,2012,7517,7103,414
Naarden,2013,7527,7120,407
Naarden,2014,7553,7123,430
Naarden,2015,7666,7224,442
Naarden,2016,,,
Naarden,2017,,,
Naarden,2018,,,
Naarden,2019,,,
Naarden,2020,,,
Naarden,2021,,,
Naarden,2022,,,
Naarden,2023,,,
Neder-Betuwe,2012,8085,7570,515
Neder-Betuwe,2013,8052,7672,380
Neder-Betuwe,2014,8036,7733,303
Neder-Betuwe,2015,8250,7925,325
Neder-Betuwe,2016,8391,8096,295
Neder-Betuwe,2017,8510,8229,281
Neder-Betuwe,2018,8625,8362,263
Neder-Betuwe,2019,8748,8457,291
Neder-Betuwe,2020,8867,8561,306
Neder-Betuwe,2021,8912,8664,248
Neder-Betuwe,2022,9021,8750,271
Neder-Betuwe,2023,9119,8809,310
Nederlek,2012,5931,5630,301
Nederlek,2013,6091,5826,265
Nederlek,2014,6152,5863,289
Nederlek,2015,,,
Nederlek,2016,,,
Nederlek,2017,,,
Nederlek,2018,,,
Nederlek,2019,,,
Nederlek,2020,,,
Nederlek,2021,,,
Nederlek,2022,,,
Nederlek,2023,,,
Nederweert,2012,6916,6653,263
Nederweert,2013,6991,6746,245
Nederweert,2014,7076,6832,244
Nederweert,2015,7118,6883,235
Nederweert,2016,7165,6930,235
Nederweert,2017,7240,7009,231
Nederweert,2018,7337,7116,221
Nederweert,2019,7385,7143,242
Nederweert,2020,7457,7185,272
Nederweert,2021,7534,7266,268
Nederweert,2022,7589,7344,245
Nederweert,2023,7656,7400,256
Neerijnen,2012,4607,4366,241
Neerijnen,2013,4621,4411,210
Neerijnen,2014,4661,4443,218
Neerijnen,2015,4660,4460,200
Neerijnen,2016,4786,4542,244
Neerijnen,2017,4861,4629,232
Neerijnen,2018,4898,4672,226
Neerijnen,2019,,,
Neerijnen,2020,,,
Neerijnen,2021,,,
Neerijnen,2022,,,
Neerijnen,2023,,,
Nieuwegein,2012,26411,25721,690
Nieuwegein,2013,26647,25863,784
Nieuwegein,2014,27068,26249,819
Nieuwegein,2015,27507,26603,904
Nieuwegein,2016,27799,26939,860
Nieuwegein,2017,27976,27193,783
Nieuwegein,2018,28495,27608,887
Nieuwegein,2019,28710,28004,706
Nieuwegein,2020,28844,28143,701
Nieuwegein,2021,29445,28612,833
Nieuwegein,2022,30088,29198,890
Nieuwegein,2023,30456,29581,875
Nieuwkoop,2012,10346,9932,414
Nieuwkoop,2013,10420,10053,367
Nieuwkoop,2014,10597,10185,412
Nieuwkoop,2015,10741,10279,462
Nieuwkoop,2016,10835,10459,376
Nieuwkoop,2017,11113,10700,413
Nieuwkoop,2018,11298,10899,399
Nieuwkoop,2019,11361,11061,300
Nieuwkoop,2020,11498,11142,356
Nieuwkoop,2021,11660,11316,344
Nieuwkoop,2022,11752,11436,316
Nieuwkoop,2023,11824,11467,357
Nieuw-Lekkerland,2012,3467,3351,116
Nieuw-Lekkerland,2013,,,
Nieuw-Lekkerland,2014,,,
Nieuw-Lekkerland,2015,,,
Nieuw-Lekkerland,2016,,,
Nieuw-Lekkerland,2017,,,
Nieuw-Lekkerland,2018,,,
Nieuw-Lekkerland,2019,,,
Nieuw-Lekkerland,2020,,,
Nieuw-Lekkerland,2021,,,
Nieuw-Lekkerland,2022,,,
Nieuw-Lekkerland,2023,,,
Nijkerk,2012,15519,14957,562
Nijkerk,2013,15676,15084,592
Nijkerk,2014,15773,15299,474
Nijkerk,2015,15922,15511,411
Nijkerk,2016,16131,15660,471
Nijkerk,2017,16344,15948,396
Nijkerk,2018,16669,16173,496
Nijkerk,2019,17125,16648,477
Nijkerk,2020,17321,16830,491
Nijkerk,2021,17349,16888,461
Nijkerk,2022,17753,17227,526
Nijkerk,2023,18072,17573,499
Nijmegen,2012,74162,71035,3127
Nijmegen,2013,76518,73155,3363
Nijmegen,2014,77248,73946,3302
Nijmegen,2015,78678,75343,3335
Nijmegen,2016,79593,76148,3445
Nijmegen,2017,78200,75038,3162
Nijmegen,2018,79473,76434,3039
Nijmegen,2019,80710,77857,2853
Nijmegen,2020,81717,79037,2680
Nijmegen,2021,82317,79455,2862
Nijmegen,2022,83578,80779,2799
Nijmegen,2023,84648,81566,3082
Nissewaard,2012,,,
Nissewaard,2013,,,
Nissewaard,2014,,,
Nissewaard,2015,38989,37616,1373
Nissewaard,2016,39083,37799,1284
Nissewaard,2017,39192,37994,1198
Nissewaard,2018,38830,37779,1051
Nissewaard,2019,39036,37876,1160
Nissewaard,2020,39225,37917,1308
Nissewaard,2021,39469,38070,1399
Nissewaard,2022,39921,38539,1382
Nissewaard,2023,40034,38542,1492
Noardeast-Fryslân,2012,,,
Noardeast-Fryslân,2013,,,
Noardeast-Fryslân,2014,,,
Noardeast-Fryslân,2015,,,
Noardeast-Fryslân,2016,,,
Noardeast-Fryslân,2017,,,
Noardeast-Fryslân,2018,,,
Noardeast-Fryslân,2019,20395,19355,1040
Noardeast-Fryslân,2020,20630,19520,1110
Noardeast-Fryslân,2021,20690,19717,973
Noardeast-Fryslân,2022,20811,19818,993
Noardeast-Fryslân,2023,20965,19936,1029
Noord-Beveland,2012,4103,3272,831
Noord-Beveland,2013,4096,3274,822
Noord-Beveland,2014,4168,3326,842
Noord-Beveland,2015,4324,3434,890
Noord-Beveland,2016,4347,3462,885
Noord-Beveland,2017,4361,3450,911
Noord-Beveland,2018,4394,3471,923
Noord-Beveland,2019,4400,3480,920
Noord-Beveland,2020,4460,3534,926
Noord-Beveland,2021,4553,3654,899
Noord-Beveland,2022,4598,3697,901
Noord-Beveland,2023,4736,3781,955
Noordenveld,2012,14094,12967,1127
Noordenveld,2013,14204,13076,1128
Noordenveld,2014,14516,13362,1154
Noordenveld,2015,14558,13424,1134
Noordenveld,2016,14555,13512,1043
Noordenveld,2017,14630,13628,1002
Noordenveld,2018,14649,13671,978
Noordenveld,2019,14716,13716,1000
Noordenveld,2020,14817,13804,1013
Noordenveld,2021,14855,13846,1009
Noordenveld,2022,14934,13949,985
Noordenveld,2023,14926,14064,862
Noordoostpolder,2012,18759,18105,654
Noordoostpolder,2013,18928,18227,701
Noordoostpolder,2014,19357,18514,843
Noordoostpolder,2015,19493,18551,942
Noordoostpolder,2016,19583,18605,978
Noordoostpolder,2017,19535,18653,882
Noordoostpolder,2018,19786,18859,927
Noordoostpolder,2019,20018,19000,1018
Noordoostpolder,2020,20134,19101,1033
Noordoostpolder,2021,20336,19305,1031
Noordoostpolder,2022,20498,19490,1008
Noordoostpolder,2023,20755,19876,879
Noordwijk,2012,12847,10528,2319
Noordwijk,2013,12921,10789,2132
Noordwijk,2014,12154,10833,1321
Noordwijk,2015,12058,10818,1240
Noordwijk,2016,12267,11031,1236
Noordwijk,2017,12309,11094,1215
Noordwijk,2018,12389,11194,1195
Noordwijk,2019,19688,18133,1555
Noordwijk,2020,19930,18376,1554
Noordwijk,2021,20120,18676,1444
Noordwijk,2022,20584,18981,1603
Noordwijk,2023,20757,19191,1566
Noordwijkerhout,2012,6427,6109,318
Noordwijkerhout,2013,6542,6197,345
Noordwijkerhout,2014,6867,6466,401
Noordwijkerhout,2015,6922,6539,383
Noordwijkerhout,2016,6942,6580,362
Noordwijkerhout,2017,7156,6719,437
Noordwijkerhout,2018,7115,6780,335
Noordwijkerhout,2019,,,
Noordwijkerhout,2020,,,
Noordwijkerhout,2021,,,
Noordwijkerhout,2022,,,
Noordwijkerhout,2023,,,
"Nuenen, Gerwen en Nederwetten",2012,9449,9086,363
"Nuenen, Gerwen en Nederwetten",2013,9867,9458,409
"Nuenen, Gerwen en Nederwetten",2014,9881,9525,356
"Nuenen, Gerwen en Nederwetten",2015,9918,9583,335
"Nuenen, Gerwen en Nederwetten",2016,10017,9687,330
"Nuenen, Gerwen en Nederwetten",2017,10032,9689,343
"Nuenen, Gerwen en Nederwetten",2018,10131,9749,382
"Nuenen, Gerwen en Nederwetten",2019,10165,9899,266
"Nuenen, Gerwen en Nederwetten",2020,10285,9997,288
"Nuenen, Gerwen en Nederwetten",2021,10450,10156,294
"Nuenen, Gerwen en Nederwetten",2022,10527,10204,323
"Nuenen, Gerwen en Nederwetten",2023,10672,10294,378
Nunspeet,2012,10167,9445,722
Nunspeet,2013,10354,9634,720
Nunspeet,2014,10208,9686,522
Nunspeet,2015,10386,9847,539
Nunspeet,2016,10449,9946,503
Nunspeet,2017,10463,9996,467
Nunspeet,2018,10611,10179,432
Nunspeet,2019,10851,10383,468
Nunspeet,2020,10957,10558,399
Nunspeet,2021,11199,10775,424
Nunspeet,2022,11304,10888,416
Nunspeet,2023,11458,11020,438
Nuth,2012,6815,6486,329
Nuth,2013,6906,6576,330
Nuth,2014,6911,6606,305
Nuth,2015,6941,6619,322
Nuth,2016,6947,6640,307
Nuth,2017,6953,6656,297
Nuth,2018,6956,6658,298
Nuth,2019,,,
Nuth,2020,,,
Nuth,2021,,,
Nuth,2022,,,
Nuth,2023,,,
Oegstgeest,2012,9822,9333,489
Oegstgeest,2013,10010,9566,444
Oegstgeest,2014,10269,9766,503
Oegstgeest,2015,10366,9835,531
Oegstgeest,2016,10379,9915,464
Oegstgeest,2017,10459,10103,356
Oegstgeest,2018,10475,10144,331
Oegstgeest,2019,10691,10335,356
Oegstgeest,2020,10862,10464,398
Oegstgeest,2021,11014,10627,387
Oegstgeest,2022,11074,10741,333
Oegstgeest,2023,11141,10753,388
Oirschot,2012,6913,6615,298
Oirschot,2013,6906,6622,284
Oirschot,2014,6936,6696,240
Oirschot,2015,7031,6798,233
Oirschot,2016,7437,7138,299
Oirschot,2017,7650,7360,290
Oirschot,2018,7728,7428,300
Oirschot,2019,7861,7517,344
Oirschot,2020,7965,7584,381
Oirschot,2021,8036,7658,378
Oirschot,2022,8227,7870,357
Oirschot,2023,8260,7884,376
Oisterwijk,2012,10767,10251,516
Oisterwijk,2013,11036,10449,587
Oisterwijk,2014,11108,10575,533
Oisterwijk,2015,11091,10597,494
Oisterwijk,2016,11178,10663,515
Oisterwijk,2017,11265,10779,486
Oisterwijk,2018,11439,10889,550
Oisterwijk,2019,11567,10981,586
Oisterwijk,2020,11619,11087,532
Oisterwijk,2021,14130,13575,555
Oisterwijk,2022,14230,13722,508
Oisterwijk,2023,14337,13740,597
Oldambt,2012,18090,17201,889
Oldambt,2013,18073,17239,834
Oldambt,2014,18100,17264,836
Oldambt,2015,18287,17447,840
Oldambt,2016,18396,17559,837
Oldambt,2017,18382,17601,781
Oldambt,2018,18382,17678,704
Oldambt,2019,18462,17712,750
Oldambt,2020,18540,17824,716
Oldambt,2021,18648,17872,776
Oldambt,2022,18736,17948,788
Oldambt,2023,18973,18118,855
Oldebroek,2012,8610,8219,391
Oldebroek,2013,8766,8450,316
Oldebroek,2014,8894,8585,309
Oldebroek,2015,8982,8663,319
Oldebroek,2016,9090,8723,367
Oldebroek,2017,9163,8808,355
Oldebroek,2018,9202,8913,289
Oldebroek,2019,9265,8978,287
Oldebroek,2020,9318,9015,303
Oldebroek,2021,9475,9113,362
Oldebroek,2022,9510,9223,287
Oldebroek,2023,9595,9252,343
Oldenzaal,2012,13948,13546,402
Oldenzaal,2013,13986,13596,390
Oldenzaal,2014,14204,13733,471
Oldenzaal,2015,14227,13771,456
Oldenzaal,2016,14284,13855,429
Oldenzaal,2017,14311,13883,428
Oldenzaal,2018,14402,13938,464
Oldenzaal,2019,14434,13977,457
Oldenzaal,2020,14614,14115,499
Oldenzaal,2021,14662,14152,510
Oldenzaal,2022,14753,14245,508
Oldenzaal,2023,14826,14359,467
Olst-Wijhe,2012,7066,6786,280
Olst-Wijhe,2013,7212,6935,277
Olst-Wijhe,2014,7200,6968,232
Olst-Wijhe,2015,7302,7072,230
Olst-Wijhe,2016,7448,7136,312
Olst-Wijhe,2017,7529,7219,310
Olst-Wijhe,2018,7613,7365,248
Olst-Wijhe,2019,7669,7433,236
Olst-Wijhe,2020,7724,7470,254
Olst-Wijhe,2021,7828,7586,242
Olst-Wijhe,2022,7904,7649,255
Olst-Wijhe,2023,7980,7723,257
Ommen,2012,8137,6724,1413
Ommen,2013,8135,6732,1403
Ommen,2014,6933,6453,480
Ommen,2015,6831,6398,433
Ommen,2016,7108,6663,445
Ommen,2017,7184,6774,410
Ommen,2018,7289,6885,404
Ommen,2019,7429,7031,398
Ommen,2020,7519,7122,397
Ommen,2021,7601,7230,371
Ommen,2022,7679,7299,380
Ommen,2023,7755,7370,385
Onderbanken,2012,3658,3331,327
Onderbanken,2013,3658,3345,313
Onderbanken,2014,3636,3343,293
Onderbanken,2015,3640,3354,286
Onderbanken,2016,3645,3355,290
Onderbanken,2017,3654,3382,272
Onderbanken,2018,3655,3402,253
Onderbanken,2019,,,
Onderbanken,2020,,,
Onderbanken,2021,,,
Onderbanken,2022,,,
Onderbanken,2023,,,
Oost Gelre,2012,12288,11826,462
Oost Gelre,2013,12434,11965,469
Oost Gelre,2014,12587,12144,443
Oost Gelre,2015,12654,12204,450
Oost Gelre,2016,12692,12273,419
Oost Gelre,2017,12751,12339,412
Oost Gelre,2018,12787,12403,384
Oost Gelre,2019,12854,12496,358
Oost Gelre,2020,12910,12557,353
Oost Gelre,2021,12949,12559,390
Oost Gelre,2022,12983,12632,351
Oost Gelre,2023,13133,12746,387
Oosterhout,2012,23318,22595,723
Oosterhout,2013,23337,22627,710
Oosterhout,2014,23788,23010,778
Oosterhout,2015,24141,23268,873
Oosterhout,2016,24248,23321,927
Oosterhout,2017,24441,23601,840
Oosterhout,2018,24665,23888,777
Oosterhout,2019,25115,24301,814
Oosterhout,2020,25158,24390,768
Oosterhout,2021,25194,24474,720
Oosterhout,2022,25539,24765,774
Oosterhout,2023,25929,25096,833
Oostflakkee,2012,4247,4046,201
Oostflakkee,2013,,,
Oostflakkee,2014,,,
Oostflakkee,2015,,,
Oostflakkee,2016,,,
Oostflakkee,2017,,,
Oostflakkee,2018,,,
Oostflakkee,2019,,,
Oostflakkee,2020,,,
Oostflakkee,2021,,,
Oostflakkee,2022,,,
Oostflakkee,2023,,,
Ooststellingwerf,2012,11137,10686,451
Ooststellingwerf,2013,11160,10743,417
Ooststellingwerf,2014,11158,10745,413
Ooststellingwerf,2015,11154,10766,388
Ooststellingwerf,2016,11172,10785,387
Ooststellingwerf,2017,11202,10822,380
Ooststellingwerf,2018,11247,10862,385
Ooststellingwerf,2019,11303,10896,407
Ooststellingwerf,2020,11253,10908,345
Ooststellingwerf,2021,11419,10950,469
Ooststellingwerf,2022,11431,11072,359
Ooststellingwerf,2023,11468,11117,351
Oostzaan,2012,3890,3696,194
Oostzaan,2013,3981,3741,240
Oostzaan,2014,3878,3752,126
Oostzaan,2015,3932,3803,129
Oostzaan,2016,4048,3931,117
Oostzaan,2017,4068,3964,104
Oostzaan,2018,4093,3986,107
Oostzaan,2019,4099,3978,121
Oostzaan,2020,4108,3970,138
Oostzaan,2021,4100,3984,116
Oostzaan,2022,4137,4002,135
Oostzaan,2023,4144,4009,135
Opmeer,2012,4562,4430,132
Opmeer,2013,4564,4454,110
Opmeer,2014,4606,4452,154
Opmeer,2015,4629,4474,155
Opmeer,2016,4680,4502,178
Opmeer,2017,4713,4553,160
Opmeer,2018,4747,4602,145
Opmeer,2019,4783,4639,144
Opmeer,2020,4852,4701,151
Opmeer,2021,4974,4809,165
Opmeer,2022,5014,4857,157
Opmeer,2023,5029,4905,124
Opsterland,2012,12520,11912,608
Opsterland,2013,12460,11975,485
Opsterland,2014,12709,12233,476
Opsterland,2015,12716,12273,443
Opsterland,2016,12873,12397,476
Opsterland,2017,12926,12420,506
Opsterland,2018,13009,12485,524
Opsterland,2019,12987,12563,424
Opsterland,2020,13064,12655,409
Opsterland,2021,13202,12694,508
Opsterland,2022,13282,12837,445
Opsterland,2023,13318,12872,446
Oss,2012,35396,34145,1251
Oss,2013,35747,34515,1232
Oss,2014,36290,35024,1266
Oss,2015,38519,37278,1241
Oss,2016,38831,37568,1263
Oss,2017,39130,37910,1220
Oss,2018,39505,38282,1223
Oss,2019,39955,38658,1297
Oss,2020,40325,39060,1265
Oss,2021,40746,39405,1341
Oss,2022,41348,40011,1337
Oss,2023,41779,40350,1429
Oud-Beijerland,2012,9515,9228,287
Oud-Beijerland,2013,9522,9261,261
Oud-Beijerland,2014,9745,9501,244
Oud-Beijerland,2015,9827,9542,285
Oud-Beijerland,2016,9940,9615,325
Oud-Beijerland,2017,10122,9774,348
Oud-Beijerland,2018,10187,9910,277
Oud-Beijerland,2019,,,
Oud-Beijerland,2020,,,
Oud-Beijerland,2021,,,
Oud-Beijerland,2022,,,
Oud-Beijerland,2023,,,
Oude IJsselstreek,2012,16689,15859,830
Oude IJsselstreek,2013,17252,16391,861
Oude IJsselstreek,2014,17277,16411,866
Oude IJsselstreek,2015,17240,16514,726
Oude IJsselstreek,2016,17218,16690,528
Oude IJsselstreek,2017,17225,16738,487
Oude IJsselstreek,2018,17267,16756,511
Oude IJsselstreek,2019,17385,16844,541
Oude IJsselstreek,2020,17401,16874,527
Oude IJsselstreek,2021,17454,16940,514
Oude IJsselstreek,2022,17566,17033,533
Oude IJsselstreek,2023,17651,17112,539
Ouder-Amstel,2012,5733,5530,203
Ouder-Amstel,2013,5752,5509,243
Ouder-Amstel,2014,5775,5590,185
Ouder-Amstel,2015,5781,5594,187
Ouder-Amstel,2016,5851,5654,197
Ouder-Amstel,2017,5851,5673,178
Ouder-Amstel,2018,5897,5684,213
Ouder-Amstel,2019,6155,5920,235
Ouder-Amstel,2020,6296,5969,327
Ouder-Amstel,2021,6301,6053,248
Ouder-Amstel,2022,6367,6118,249
Ouder-Amstel,2023,6392,6108,284
Ouderkerk,2012,3188,3025,163
Ouderkerk,2013,3249,3087,162
Ouderkerk,2014,3265,3126,139
Ouderkerk,2015,,,
Ouderkerk,2016,,,
Ouderkerk,2017,,,
Ouderkerk,2018,,,
Ouderkerk,2019,,,
Ouderkerk,2020,,,
Ouderkerk,2021,,,
Ouderkerk,2022,,,
Ouderkerk,2023,,,
Oudewater,2012,3989,3818,171
Oudewater,2013,4073,3888,185
Oudewater,2014,4147,3961,186
Oudewater,2015,4177,3971,206
Oudewater,2016,4270,4063,207
Oudewater,2017,4322,4129,193
Oudewater,2018,4315,4106,209
Oudewater,2019,4338,4109,229
Oudewater,2020,4372,4156,216
Oudewater,2021,4323,4142,181
Oudewater,2022,4327,4179,148
Oudewater,2023,4393,4222,171
Overbetuwe,2012,18190,17589,601
Overbetuwe,2013,18388,17855,533
Overbetuwe,2014,18517,17981,536
Overbetuwe,2015,18838,18322,516
Overbetuwe,2016,19251,18696,555
Overbetuwe,2017,19390,18852,538
Overbetuwe,2018,19486,18986,500
Overbetuwe,2019,19702,19189,513
Overbetuwe,2020,19947,19385,562
Overbetuwe,2021,20128,19570,558
Overbetuwe,2022,20309,19716,593
Overbetuwe,2023,20388,19856,532
Papendrecht,2012,13938,13463,475
Papendrecht,2013,14036,13594,442
Papendrecht,2014,14088,13689,399
Papendrecht,2015,14181,13780,401
Papendrecht,2016,14251,13840,411
Papendrecht,2017,14289,13880,409
Papendrecht,2018,14331,13923,408
Papendrecht,2019,14383,13997,386
Papendrecht,2020,14397,13942,455
Papendrecht,2021,14479,14047,432
Papendrecht,2022,14550,14115,435
Papendrecht,2023,14609,14106,503
Peel en Maas,2012,17198,16575,623
Peel en Maas,2013,17410,16757,653
Peel en Maas,2014,17796,17100,696
Peel en Maas,2015,18001,17258,743
Peel en Maas,2016,17898,17355,543
Peel en Maas,2017,18059,17456,603
Peel en Maas,2018,18151,17535,616
Peel en Maas,2019,18302,17662,640
Peel en Maas,2020,18399,17816,583
Peel en Maas,2021,18527,17921,606
Peel en Maas,2022,18752,18166,586
Peel en Maas,2023,18921,18331,590
Pekela,2012,5648,5373,275
Pekela,2013,5649,5374,275
Pekela,2014,5776,5501,275
Pekela,2015,5775,5473,302
Pekela,2016,5777,5482,295
Pekela,2017,5776,5466,310
Pekela,2018,5755,5480,275
Pekela,2019,5767,5511,256
Pekela,2020,5774,5512,262
Pekela,2021,5782,5509,273
Pekela,2022,5795,5501,294
Pekela,2023,5787,5474,313
Pijnacker-Nootdorp,2012,19154,18421,733
Pijnacker-Nootdorp,2013,19367,18584,783
Pijnacker-Nootdorp,2014,19663,19017,646
Pijnacker-Nootdorp,2015,19721,19112,609
Pijnacker-Nootdorp,2016,20135,19524,611
Pijnacker-Nootdorp,2017,20414,19864,550
Pijnacker-Nootdorp,2018,20810,20298,512
Pijnacker-Nootdorp,2019,21134,20617,517
Pijnacker-Nootdorp,2020,21536,21001,535
Pijnacker-Nootdorp,2021,21798,21226,572
Pijnacker-Nootdorp,2022,22203,21598,605
Pijnacker-Nootdorp,2023,22451,21998,453
Purmerend,2012,34901,33678,1223
Purmerend,2013,34893,33937,956
Purmerend,2014,35119,34178,941
Purmerend,2015,35353,34416,937
Purmerend,2016,35581,34738,843
Purmerend,2017,35631,34855,776
Purmerend,2018,35751,34984,767
Purmerend,2019,36141,35030,1111
Purmerend,2020,36701,35643,1058
Purmerend,2021,37124,36157,967
Purmerend,2022,42039,40602,1437
Purmerend,2023,42865,41424,1441
Putten,2012,9825,8659,1166
Putten,2013,9381,8861,520
Putten,2014,9494,8953,541
Putten,2015,9569,9129,440
Putten,2016,9628,9153,475
Putten,2017,9649,9203,446
Putten,2018,9655,9236,419
Putten,2019,9670,9252,418
Putten,2020,9727,9274,453
Putten,2021,9904,9448,456
Putten,2022,10025,9579,446
Putten,2023,10219,9747,472
Raalte,2012,15227,14240,987
Raalte,2013,15384,14351,1033
Raalte,2014,15464,14469,995
Raalte,2015,15231,14677,554
Raalte,2016,15301,14753,548
Raalte,2017,15359,14866,493
Raalte,2018,15589,15060,529
Raalte,2019,15759,15247,512
Raalte,2020,15902,15364,538
Raalte,2021,16049,15552,497
Raalte,2022,16171,15705,466
Raalte,2023,16400,15873,527
Reimerswaal,2012,8662,8129,533
Reimerswaal,2013,8709,8192,517
Reimerswaal,2014,8889,8345,544
Reimerswaal,2015,8916,8436,480
Reimerswaal,2016,8996,8513,483
Reimerswaal,2017,8994,8552,442
Reimerswaal,2018,9049,8591,458
Reimerswaal,2019,9159,8662,497
Reimerswaal,2020,9298,8747,551
Reimerswaal,2021,9332,8844,488
Reimerswaal,2022,9370,8873,497
Reimerswaal,2023,9352,8917,435
Renkum,2012,14486,13497,989
Renkum,2013,14565,13507,1058
Renkum,2014,14648,13669,979
Renkum,2015,14658,13738,920
Renkum,2016,14626,13777,849
Renkum,2017,14653,13875,778
Renkum,2018,14763,13990,773
Renkum,2019,14908,14084,824
Renkum,2020,14985,14200,785
Renkum,2021,15003,14264,739
Renkum,2022,15063,14384,679
Renkum,2023,15102,14411,691
Renswoude,2012,1751,1655,96
Renswoude,2013,1826,1747,79
Renswoude,2014,1839,1754,85
Renswoude,2015,1837,1767,70
Renswoude,2016,1885,1811,74
Renswoude,2017,1904,1821,83
Renswoude,2018,1999,1904,95
Renswoude,2019,2017,1942,75
Renswoude,2020,2134,2039,95
Renswoude,2021,2154,2085,69
Renswoude,2022,2186,2123,63
Renswoude,2023,2192,2103,89
Reusel-De Mierden,2012,5021,4794,227
Reusel-De Mierden,2013,5086,4851,235
Reusel-De Mierden,2014,5178,4924,254
Reusel-De Mierden,2015,5255,5009,246
Reusel-De Mierden,2016,5275,5046,229
Reusel-De Mierden,2017,5344,5085,259
Reusel-De Mierden,2018,5385,5149,236
Reusel-De Mierden,2019,5422,5181,241
Reusel-De Mierden,2020,5484,5250,234
Reusel-De Mierden,2021,5523,5318,205
Reusel-De Mierden,2022,5605,5379,226
Reusel-De Mierden,2023,5742,5507,235
Rheden,2012,20190,19199,991
Rheden,2013,20335,19342,993
Rheden,2014,20909,19846,1063
Rheden,2015,20931,19906,1025
Rheden,2016,20970,20052,918
Rheden,2017,21117,20143,974
Rheden,2018,21088,20176,912
Rheden,2019,21189,20287,902
Rheden,2020,21212,20324,888
Rheden,2021,21281,20389,892
Rheden,2022,21287,20430,857
Rheden,2023,21327,20381,946
Rhenen,2012,7491,7180,311
Rhenen,2013,7481,7190,291
Rhenen,2014,7602,7306,296
Rhenen,2015,7692,7383,309
Rhenen,2016,7755,7435,320
Rhenen,2017,7935,7630,305
Rhenen,2018,8034,7759,275
Rhenen,2019,8131,7847,284
Rhenen,2020,8225,7964,261
Rhenen,2021,8287,8047,240
Rhenen,2022,8299,8083,216
Rhenen,2023,8368,8118,250
Ridderkerk,2012,19862,19264,598
Ridderkerk,2013,20504,19888,616
Ridderkerk,2014,20686,20052,634
Ridderkerk,2015,20747,20122,625
Ridderkerk,2016,20680,20021,659
Ridderkerk,2017,20795,20132,663
Ridderkerk,2018,21009,20380,629
Ridderkerk,2019,21140,20393,747
Ridderkerk,2020,20960,20461,499
Ridderkerk,2021,21308,20735,573
Ridderkerk,2022,21491,20903,588
Ridderkerk,2023,21589,20973,616
Rijnwaarden,2012,4722,4476,246
Rijnwaarden,2013,4726,4508,218
Rijnwaarden,2014,4777,4580,197
Rijnwaarden,2015,4790,4591,199
Rijnwaarden,2016,4787,4608,179
Rijnwaarden,2017,4795,4627,168
Rijnwaarden,2018,,,
Rijnwaarden,2019,,,
Rijnwaarden,2020,,,
Rijnwaarden,2021,,,
Rijnwaarden,2022,,,
Rijnwaarden,2023,,,
Rijnwoude,2012,7399,7166,233
Rijnwoude,2013,7495,7267,228
Rijnwoude,2014,,,
Rijnwoude,2015,,,
Rijnwoude,2016,,,
Rijnwoude,2017,,,
Rijnwoude,2018,,,
Rijnwoude,2019,,,
Rijnwoude,2020,,,
Rijnwoude,2021,,,
Rijnwoude,2022,,,
Rijnwoude,2023,,,
Rijssen-Holten,2012,13714,13311,403
Rijssen-Holten,2013,13855,13448,407
Rijssen-Holten,2014,14006,13558,448
Rijssen-Holten,2015,14106,13653,453
Rijssen-Holten,2016,14298,13799,499
Rijssen-Holten,2017,14387,13916,471
