"Status van bewoning";"Perioden";"Regio's";"Totale woningvoorraad (aantal)";"Koopwoningen (aantal)";"Huurwoningen/Totaal huurwoningen (aantal)";"Huurwoningen/Eigendom woningcorporatie (aantal)";"Huurwoningen/Eigendom overige verhuurders (aantal)";"Eigendom onbekend (aantal)"
"Niet bewoonde woningen";"2016";"Ede";"    5471";"    1313";"    2044";"     167";"    1877";"    2114"
"Niet bewoonde woningen";"2017";"Ede";"    5407";"    1343";"    2066";"     151";"    1915";"    1998"
"Niet bewoonde woningen";"2018";"Ede";"    3046";"    1139";"    1477";"     143";"    1334";"     430"
"Niet bewoonde woningen";"2019";"Ede";"    2819";"    1101";"    1506";"     515";"     991";"     212"
"Niet bewoonde woningen";"2020";"Ede";"    2443";"    1067";"    1364";"     424";"     940";"      12"
"Niet bewoonde woningen";"2021";"Ede";"    2517";"    1049";"    1459";"     468";"     991";"       9"
"Niet bewoonde woningen";"2022";"Ede";"    2440";"    1003";"    1426";"     524";"     902";"      11"
"Niet bewoonde woningen";"2023";"Ede";"    2699";"     933";"    1760";"     697";"    1063";"       6"
"Niet bewoonde woningen";"2012";"Eemnes";"     112";"      75";"      27";"       9";"      18";"      10"
"Niet bewoonde woningen";"2013";"Eemnes";"     165";"      84";"      71";"      24";"      47";"      10"
"Niet bewoonde woningen";"2014";"Eemnes";"     136";"      72";"      54";"      20";"      34";"      10"
"Niet bewoonde woningen";"2015";"Eemnes";"     100";"      61";"      29";"       5";"      24";"      10"
"Niet bewoonde woningen";"2016";"Eemnes";"      97";"      63";"      26";"      12";"      14";"       8"
"Niet bewoonde woningen";"2017";"Eemnes";"      82";"      54";"      24";"       5";"      19";"       4"
"Niet bewoonde woningen";"2018";"Eemnes";"      93";"      48";"      44";"      16";"      28";"       1"
"Niet bewoonde woningen";"2019";"Eemnes";"     139";"      81";"      56";"      23";"      33";"       2"
"Niet bewoonde woningen";"2020";"Eemnes";"     118";"      63";"      49";"      15";"      34";"       6"
"Niet bewoonde woningen";"2021";"Eemnes";"     132";"      77";"      50";"      10";"      40";"       5"
"Niet bewoonde woningen";"2022";"Eemnes";"     124";"      67";"      53";"      19";"      34";"       4"
"Niet bewoonde woningen";"2023";"Eemnes";"     111";"      62";"      45";"      15";"      30";"       4"
"Niet bewoonde woningen";"2012";"Eemsdelta";"";"";"";"";"";""
"Niet bewoonde woningen";"2013";"Eemsdelta";"";"";"";"";"";""
"Niet bewoonde woningen";"2014";"Eemsdelta";"";"";"";"";"";""
"Niet bewoonde woningen";"2015";"Eemsdelta";"";"";"";"";"";""
"Niet bewoonde woningen";"2016";"Eemsdelta";"";"";"";"";"";""
"Niet bewoonde woningen";"2017";"Eemsdelta";"";"";"";"";"";""
"Niet bewoonde woningen";"2018";"Eemsdelta";"";"";"";"";"";""
"Niet bewoonde woningen";"2019";"Eemsdelta";"";"";"";"";"";""
"Niet bewoonde woningen";"2020";"Eemsdelta";"";"";"";"";"";""
"Niet bewoonde woningen";"2021";"Eemsdelta";"    1837";"     516";"    1317";"     740";"     577";"       4"
"Niet bewoonde woningen";"2022";"Eemsdelta";"    2042";"     555";"    1462";"     728";"     734";"      25"
"Niet bewoonde woningen";"2023";"Eemsdelta";"    2413";"     621";"    1784";"     895";"     889";"       8"
"Niet bewoonde woningen";"2012";"Eemsmond";"     510";"     215";"     226";"     127";"      99";"      69"
"Niet bewoonde woningen";"2013";"Eemsmond";"     467";"     213";"     238";"     127";"     111";"      16"
"Niet bewoonde woningen";"2014";"Eemsmond";"     514";"     219";"     284";"     168";"     116";"      11"
"Niet bewoonde woningen";"2015";"Eemsmond";"     490";"     196";"     289";"     171";"     118";"       5"
"Niet bewoonde woningen";"2016";"Eemsmond";"     426";"     180";"     242";"     146";"      96";"       4"
"Niet bewoonde woningen";"2017";"Eemsmond";"     382";"     179";"     200";"      91";"     109";"       3"
"Niet bewoonde woningen";"2018";"Eemsmond";"     386";"     161";"     220";"      97";"     123";"       5"
"Niet bewoonde woningen";"2019";"Eemsmond";"";"";"";"";"";""
"Niet bewoonde woningen";"2020";"Eemsmond";"";"";"";"";"";""
"Niet bewoonde woningen";"2021";"Eemsmond";"";"";"";"";"";""
"Niet bewoonde woningen";"2022";"Eemsmond";"";"";"";"";"";""
"Niet bewoonde woningen";"2023";"Eemsmond";"";"";"";"";"";""
"Niet bewoonde woningen";"2012";"Eersel";"     384";"     214";"      96";"      38";"      58";"      74"
"Niet bewoonde woningen";"2013";"Eersel";"     436";"     206";"     145";"      82";"      63";"      85"
"Niet bewoonde woningen";"2014";"Eersel";"     443";"     229";"     118";"      46";"      72";"      96"
"Niet bewoonde woningen";"2015";"Eersel";"     452";"     208";"     101";"      38";"      63";"     143"
"Niet bewoonde woningen";"2016";"Eersel";"     423";"     213";"      72";"      15";"      57";"     138"
"Niet bewoonde woningen";"2017";"Eersel";"     437";"     219";"      89";"      27";"      62";"     129"
"Niet bewoonde woningen";"2018";"Eersel";"     396";"     184";"      89";"      20";"      69";"     123"
"Niet bewoonde woningen";"2019";"Eersel";"     437";"     248";"     187";"      25";"     162";"       2"
"Niet bewoonde woningen";"2020";"Eersel";"     448";"     236";"     211";"      14";"     197";"       1"
"Niet bewoonde woningen";"2021";"Eersel";"     445";"     229";"     215";"      18";"     197";"       1"
"Niet bewoonde woningen";"2022";"Eersel";"     433";"     218";"     213";"      18";"     195";"       2"
"Niet bewoonde woningen";"2023";"Eersel";"     418";"     208";"     209";"      26";"     183";"       1"
"Niet bewoonde woningen";"2012";"Eijsden-Margraten";"     627";"     337";"     251";"      42";"     209";"      39"
"Niet bewoonde woningen";"2013";"Eijsden-Margraten";"     633";"     339";"     256";"      43";"     213";"      38"
"Niet bewoonde woningen";"2014";"Eijsden-Margraten";"     626";"     321";"     259";"      40";"     219";"      46"
"Niet bewoonde woningen";"2015";"Eijsden-Margraten";"     588";"     310";"     233";"      39";"     194";"      45"
"Niet bewoonde woningen";"2016";"Eijsden-Margraten";"     591";"     306";"     235";"      60";"     175";"      50"
"Niet bewoonde woningen";"2017";"Eijsden-Margraten";"     605";"     285";"     249";"      77";"     172";"      71"
"Niet bewoonde woningen";"2018";"Eijsden-Margraten";"     589";"     281";"     231";"      45";"     186";"      77"
"Niet bewoonde woningen";"2019";"Eijsden-Margraten";"     550";"     314";"     228";"      33";"     195";"       8"
"Niet bewoonde woningen";"2020";"Eijsden-Margraten";"     550";"     323";"     224";"      26";"     198";"       3"
"Niet bewoonde woningen";"2021";"Eijsden-Margraten";"     540";"     272";"     262";"      32";"     230";"       6"
"Niet bewoonde woningen";"2022";"Eijsden-Margraten";"     488";"     273";"     212";"      38";"     174";"       3"
"Niet bewoonde woningen";"2023";"Eijsden-Margraten";"     518";"     278";"     235";"      48";"     187";"       5"
"Niet bewoonde woningen";"2012";"Eindhoven";"    4984";"    1615";"    2544";"    1224";"    1320";"     825"
"Niet bewoonde woningen";"2013";"Eindhoven";"    4791";"    1577";"    2687";"    1265";"    1422";"     527"
"Niet bewoonde woningen";"2014";"Eindhoven";"    4583";"    1567";"    2499";"    1298";"    1201";"     517"
"Niet bewoonde woningen";"2015";"Eindhoven";"    4154";"    1449";"    2167";"    1032";"    1135";"     538"
"Niet bewoonde woningen";"2016";"Eindhoven";"    5545";"    1307";"    2362";"    1003";"    1359";"    1876"
"Niet bewoonde woningen";"2017";"Eindhoven";"    5108";"    1134";"    2794";"    1169";"    1625";"    1180"
"Niet bewoonde woningen";"2018";"Eindhoven";"    4736";"    1116";"    2876";"    1059";"    1817";"     744"
"Niet bewoonde woningen";"2019";"Eindhoven";"    4758";"    1214";"    3463";"     998";"    2465";"      81"
"Niet bewoonde woningen";"2020";"Eindhoven";"    4657";"    1275";"    3344";"    1165";"    2179";"      38"
"Niet bewoonde woningen";"2021";"Eindhoven";"    4619";"    1251";"    3329";"    1431";"    1898";"      39"
"Niet bewoonde woningen";"2022";"Eindhoven";"    4241";"    1192";"    3008";"    1386";"    1622";"      41"
"Niet bewoonde woningen";"2023";"Eindhoven";"    4470";"    1227";"    3213";"    1454";"    1759";"      30"
"Niet bewoonde woningen";"2012";"Elburg";"     371";"     207";"     142";"      48";"      94";"      22"
"Niet bewoonde woningen";"2013";"Elburg";"     343";"     178";"     115";"      30";"      85";"      50"
"Niet bewoonde woningen";"2014";"Elburg";"     298";"     146";"     111";"      29";"      82";"      41"
"Niet bewoonde woningen";"2015";"Elburg";"     313";"     160";"     106";"      36";"      70";"      47"
"Niet bewoonde woningen";"2016";"Elburg";"     318";"     171";"     102";"      30";"      72";"      45"
"Niet bewoonde woningen";"2017";"Elburg";"     273";"     140";"      85";"      25";"      60";"      48"
"Niet bewoonde woningen";"2018";"Elburg";"     280";"     148";"      82";"      21";"      61";"      50"
"Niet bewoonde woningen";"2019";"Elburg";"     278";"     156";"     122";"      37";"      85";"       0"
"Niet bewoonde woningen";"2020";"Elburg";"     286";"     163";"     122";"      41";"      81";"       1"
"Niet bewoonde woningen";"2021";"Elburg";"     324";"     181";"     143";"      60";"      83";"       0"
"Niet bewoonde woningen";"2022";"Elburg";"     281";"     172";"     109";"      39";"      70";"       0"
"Niet bewoonde woningen";"2023";"Elburg";"     249";"     145";"     104";"      30";"      74";"       0"
"Niet bewoonde woningen";"2012";"Emmen";"    5581";"    1795";"    3041";"    1507";"    1534";"     745"
"Niet bewoonde woningen";"2013";"Emmen";"    2790";"     867";"    1541";"     564";"     977";"     382"
"Niet bewoonde woningen";"2014";"Emmen";"    3002";"     831";"    1573";"     559";"    1014";"     598"
"Niet bewoonde woningen";"2015";"Emmen";"    2649";"     823";"    1400";"     428";"     972";"     426"
"Niet bewoonde woningen";"2016";"Emmen";"    2407";"     783";"    1294";"     445";"     849";"     330"
"Niet bewoonde woningen";"2017";"Emmen";"    1762";"     609";"     920";"     357";"     563";"     233"
"Niet bewoonde woningen";"2018";"Emmen";"    1675";"     586";"     874";"     329";"     545";"     215"
"Niet bewoonde woningen";"2019";"Emmen";"    1775";"     636";"    1121";"     585";"     536";"      18"
"Niet bewoonde woningen";"2020";"Emmen";"    1648";"     586";"    1055";"     625";"     430";"       7"
"Niet bewoonde woningen";"2021";"Emmen";"    1664";"     613";"    1042";"     621";"     421";"       9"
"Niet bewoonde woningen";"2022";"Emmen";"    1541";"     622";"     914";"     498";"     416";"       5"
"Niet bewoonde woningen";"2023";"Emmen";"    1754";"     662";"    1088";"     628";"     460";"       4"
"Niet bewoonde woningen";"2012";"Enkhuizen";"     312";"     157";"     143";"      56";"      87";"      12"
"Niet bewoonde woningen";"2013";"Enkhuizen";"     301";"     154";"     128";"      44";"      84";"      19"
"Niet bewoonde woningen";"2014";"Enkhuizen";"     313";"     160";"     123";"      35";"      88";"      30"
"Niet bewoonde woningen";"2015";"Enkhuizen";"     370";"     152";"     187";"      96";"      91";"      31"
"Niet bewoonde woningen";"2016";"Enkhuizen";"     334";"     152";"     144";"      60";"      84";"      38"
"Niet bewoonde woningen";"2017";"Enkhuizen";"     310";"     115";"     156";"      65";"      91";"      39"
"Niet bewoonde woningen";"2018";"Enkhuizen";"     321";"     137";"     148";"      46";"     102";"      36"
"Niet bewoonde woningen";"2019";"Enkhuizen";"     307";"     137";"     154";"      62";"      92";"      16"
"Niet bewoonde woningen";"2020";"Enkhuizen";"     304";"     144";"     152";"      52";"     100";"       8"
"Niet bewoonde woningen";"2021";"Enkhuizen";"     317";"     141";"     169";"      75";"      94";"       7"
"Niet bewoonde woningen";"2022";"Enkhuizen";"     281";"     134";"     140";"      53";"      87";"       7"
"Niet bewoonde woningen";"2023";"Enkhuizen";"     305";"     137";"     160";"      71";"      89";"       8"
"Niet bewoonde woningen";"2012";"Enschede";"    4237";"    1151";"    2626";"    1290";"    1336";"     460"
"Niet bewoonde woningen";"2013";"Enschede";"    4027";"    1069";"    2576";"    1291";"    1285";"     382"
"Niet bewoonde woningen";"2014";"Enschede";"    3754";"     991";"    2314";"    1030";"    1284";"     449"
"Niet bewoonde woningen";"2015";"Enschede";"    3933";"    1001";"    2496";"    1488";"    1008";"     436"
"Niet bewoonde woningen";"2016";"Enschede";"    3751";"     982";"    2300";"    1186";"    1114";"     469"
"Niet bewoonde woningen";"2017";"Enschede";"    3453";"     842";"    2095";"    1100";"     995";"     516"
"Niet bewoonde woningen";"2018";"Enschede";"    3276";"     838";"    2055";"     982";"    1073";"     383"
"Niet bewoonde woningen";"2019";"Enschede";"    3790";"     979";"    2759";"    1222";"    1537";"      52"
"Niet bewoonde woningen";"2020";"Enschede";"    3406";"     992";"    2378";"    1019";"    1359";"      36"
"Niet bewoonde woningen";"2021";"Enschede";"    3422";"     919";"    2473";"    1084";"    1389";"      30"
"Niet bewoonde woningen";"2022";"Enschede";"    3087";"     874";"    2183";"     919";"    1264";"      30"
"Niet bewoonde woningen";"2023";"Enschede";"    3605";"     925";"    2634";"    1302";"    1332";"      46"
"Niet bewoonde woningen";"2012";"Epe";"     654";"     327";"     277";"      91";"     186";"      50"
"Niet bewoonde woningen";"2013";"Epe";"     666";"     306";"     311";"     119";"     192";"      49"
"Niet bewoonde woningen";"2014";"Epe";"     764";"     330";"     290";"      72";"     218";"     144"
"Niet bewoonde woningen";"2015";"Epe";"     747";"     327";"     320";"     101";"     219";"     100"
"Niet bewoonde woningen";"2016";"Epe";"     717";"     358";"     303";"      94";"     209";"      56"
"Niet bewoonde woningen";"2017";"Epe";"     673";"     345";"     263";"      70";"     193";"      65"
"Niet bewoonde woningen";"2018";"Epe";"     635";"     320";"     261";"      69";"     192";"      54"
"Niet bewoonde woningen";"2019";"Epe";"     581";"     328";"     249";"     115";"     134";"       4"
"Niet bewoonde woningen";"2020";"Epe";"     601";"     342";"     257";"     127";"     130";"       2"
"Niet bewoonde woningen";"2021";"Epe";"     640";"     318";"     321";"     157";"     164";"       1"
"Niet bewoonde woningen";"2022";"Epe";"     588";"     328";"     260";"     107";"     153";"       0"
"Niet bewoonde woningen";"2023";"Epe";"     648";"     351";"     297";"     130";"     167";"       0"
"Niet bewoonde woningen";"2012";"Ermelo";"     735";"     197";"     289";"      43";"     246";"     249"
"Niet bewoonde woningen";"2013";"Ermelo";"     708";"     190";"     402";"      57";"     345";"     116"
"Niet bewoonde woningen";"2014";"Ermelo";"     725";"     196";"     419";"      59";"     360";"     110"
"Niet bewoonde woningen";"2015";"Ermelo";"     692";"     176";"     404";"      52";"     352";"     112"
"Niet bewoonde woningen";"2016";"Ermelo";"     537";"     148";"     285";"      41";"     244";"     104"
"Niet bewoonde woningen";"2017";"Ermelo";"     551";"     156";"     292";"      45";"     247";"     103"
"Niet bewoonde woningen";"2018";"Ermelo";"     550";"     152";"     306";"      39";"     267";"      92"
"Niet bewoonde woningen";"2019";"Ermelo";"     535";"     190";"     332";"      43";"     289";"      13"
"Niet bewoonde woningen";"2020";"Ermelo";"     581";"     189";"     371";"      49";"     322";"      21"
"Niet bewoonde woningen";"2021";"Ermelo";"     636";"     195";"     420";"      53";"     367";"      21"
"Niet bewoonde woningen";"2022";"Ermelo";"     629";"     213";"     400";"      51";"     349";"      16"
"Niet bewoonde woningen";"2023";"Ermelo";"     737";"     284";"     437";"      63";"     374";"      16"
"Niet bewoonde woningen";"2012";"Etten-Leur";"     459";"     255";"     186";"      93";"      93";"      18"
"Niet bewoonde woningen";"2013";"Etten-Leur";"     588";"     254";"     309";"     158";"     151";"      25"
"Niet bewoonde woningen";"2014";"Etten-Leur";"     560";"     270";"     275";"     147";"     128";"      15"
"Niet bewoonde woningen";"2015";"Etten-Leur";"     491";"     259";"     219";"      86";"     133";"      13"
"Niet bewoonde woningen";"2016";"Etten-Leur";"     496";"     245";"     225";"      84";"     141";"      26"
"Niet bewoonde woningen";"2017";"Etten-Leur";"     414";"     193";"     198";"      73";"     125";"      23"
"Niet bewoonde woningen";"2018";"Etten-Leur";"     407";"     183";"     196";"      71";"     125";"      28"
"Niet bewoonde woningen";"2019";"Etten-Leur";"     434";"     237";"     195";"      79";"     116";"       2"
"Niet bewoonde woningen";"2020";"Etten-Leur";"     429";"     202";"     220";"      95";"     125";"       7"
"Niet bewoonde woningen";"2021";"Etten-Leur";"     435";"     199";"     235";"     100";"     135";"       1"
"Niet bewoonde woningen";"2022";"Etten-Leur";"     401";"     188";"     211";"      90";"     121";"       2"
"Niet bewoonde woningen";"2023";"Etten-Leur";"     588";"     253";"     334";"     141";"     193";"       1"
"Niet bewoonde woningen";"2012";"Ferwerderadiel";"     270";"     109";"      99";"      45";"      54";"      62"
"Niet bewoonde woningen";"2013";"Ferwerderadiel";"     289";"     122";"     114";"      58";"      56";"      53"
"Niet bewoonde woningen";"2014";"Ferwerderadiel";"     212";"     108";"      68";"      29";"      39";"      36"
"Niet bewoonde woningen";"2015";"Ferwerderadiel";"     202";"      99";"      73";"      34";"      39";"      30"
"Niet bewoonde woningen";"2016";"Ferwerderadiel";"     218";"     108";"      72";"      21";"      51";"      38"
"Niet bewoonde woningen";"2017";"Ferwerderadiel";"     184";"      87";"      65";"      12";"      53";"      32"
"Niet bewoonde woningen";"2018";"Ferwerderadiel";"     178";"      88";"      66";"      29";"      37";"      24"
"Niet bewoonde woningen";"2019";"Ferwerderadiel";"";"";"";"";"";""
"Niet bewoonde woningen";"2020";"Ferwerderadiel";"";"";"";"";"";""
"Niet bewoonde woningen";"2021";"Ferwerderadiel";"";"";"";"";"";""
"Niet bewoonde woningen";"2022";"Ferwerderadiel";"";"";"";"";"";""
"Niet bewoonde woningen";"2023";"Ferwerderadiel";"";"";"";"";"";""
"Niet bewoonde woningen";"2012";"Franekeradeel";"     628";"     281";"     260";"     114";"     146";"      87"
"Niet bewoonde woningen";"2013";"Franekeradeel";"     583";"     287";"     262";"     112";"     150";"      34"
"Niet bewoonde woningen";"2014";"Franekeradeel";"     616";"     269";"     305";"     111";"     194";"      42"
"Niet bewoonde woningen";"2015";"Franekeradeel";"     581";"     267";"     270";"      88";"     182";"      44"
"Niet bewoonde woningen";"2016";"Franekeradeel";"     577";"     245";"     248";"      75";"     173";"      84"
"Niet bewoonde woningen";"2017";"Franekeradeel";"     574";"     251";"     284";"      93";"     191";"      39"
"Niet bewoonde woningen";"2018";"Franekeradeel";"";"";"";"";"";""
"Niet bewoonde woningen";"2019";"Franekeradeel";"";"";"";"";"";""
"Niet bewoonde woningen";"2020";"Franekeradeel";"";"";"";"";"";""
"Niet bewoonde woningen";"2021";"Franekeradeel";"";"";"";"";"";""
"Niet bewoonde woningen";"2022";"Franekeradeel";"";"";"";"";"";""
"Niet bewoonde woningen";"2023";"Franekeradeel";"";"";"";"";"";""
"Niet bewoonde woningen";"2012";"De Friese Meren";"";"";"";"";"";""
"Niet bewoonde woningen";"2013";"De Friese Meren";"";"";"";"";"";""
"Niet bewoonde woningen";"2014";"De Friese Meren";"    1582";"    1020";"     499";"     101";"     398";"      63"
"Niet bewoonde woningen";"2015";"De Friese Meren";"    1459";"     959";"     460";"     100";"     360";"      40"
"Niet bewoonde woningen";"2016";"De Friese Meren";"";"";"";"";"";""
"Niet bewoonde woningen";"2017";"De Friese Meren";"";"";"";"";"";""
"Niet bewoonde woningen";"2018";"De Friese Meren";"";"";"";"";"";""
"Niet bewoonde woningen";"2019";"De Friese Meren";"";"";"";"";"";""
"Niet bewoonde woningen";"2020";"De Friese Meren";"";"";"";"";"";""
"Niet bewoonde woningen";"2021";"De Friese Meren";"";"";"";"";"";""
"Niet bewoonde woningen";"2022";"De Friese Meren";"";"";"";"";"";""
"Niet bewoonde woningen";"2023";"De Friese Meren";"";"";"";"";"";""
"Niet bewoonde woningen";"2012";"De Fryske Marren";"";"";"";"";"";""
"Niet bewoonde woningen";"2013";"De Fryske Marren";"";"";"";"";"";""
"Niet bewoonde woningen";"2014";"De Fryske Marren";"";"";"";"";"";""
"Niet bewoonde woningen";"2015";"De Fryske Marren";"";"";"";"";"";""
"Niet bewoonde woningen";"2016";"De Fryske Marren";"    1437";"     959";"     431";"     111";"     320";"      47"
"Niet bewoonde woningen";"2017";"De Fryske Marren";"    1404";"     907";"     430";"      69";"     361";"      67"
"Niet bewoonde woningen";"2018";"De Fryske Marren";"    1384";"     891";"     433";"      74";"     359";"      60"
"Niet bewoonde woningen";"2019";"De Fryske Marren";"    1398";"     909";"     441";"      95";"     346";"      48"
"Niet bewoonde woningen";"2020";"De Fryske Marren";"    1447";"     908";"     478";"     128";"     350";"      61"
"Niet bewoonde woningen";"2021";"De Fryske Marren";"    1422";"     897";"     454";"     107";"     347";"      71"
"Niet bewoonde woningen";"2022";"De Fryske Marren";"    1456";"     918";"     463";"     136";"     327";"      75"
"Niet bewoonde woningen";"2023";"De Fryske Marren";"    1471";"     920";"     471";"     123";"     348";"      80"
"Niet bewoonde woningen";"2012";"Gaasterlân-Sleat";"     609";"     397";"     206";"      24";"     182";"       6"
"Niet bewoonde woningen";"2013";"Gaasterlân-Sleat";"     313";"     214";"      93";"      27";"      66";"       6"
"Niet bewoonde woningen";"2014";"Gaasterlân-Sleat";"";"";"";"";"";""
"Niet bewoonde woningen";"2015";"Gaasterlân-Sleat";"";"";"";"";"";""
"Niet bewoonde woningen";"2016";"Gaasterlân-Sleat";"";"";"";"";"";""
"Niet bewoonde woningen";"2017";"Gaasterlân-Sleat";"";"";"";"";"";""
"Niet bewoonde woningen";"2018";"Gaasterlân-Sleat";"";"";"";"";"";""
"Niet bewoonde woningen";"2019";"Gaasterlân-Sleat";"";"";"";"";"";""
"Niet bewoonde woningen";"2020";"Gaasterlân-Sleat";"";"";"";"";"";""
"Niet bewoonde woningen";"2021";"Gaasterlân-Sleat";"";"";"";"";"";""
"Niet bewoonde woningen";"2022";"Gaasterlân-Sleat";"";"";"";"";"";""
"Niet bewoonde woningen";"2023";"Gaasterlân-Sleat";"";"";"";"";"";""
"Niet bewoonde woningen";"2012";"Geertruidenberg";"     419";"     157";"     231";"     169";"      62";"      31"
"Niet bewoonde woningen";"2013";"Geertruidenberg";"     378";"     156";"     209";"     130";"      79";"      13"
"Niet bewoonde woningen";"2014";"Geertruidenberg";"     426";"     163";"     195";"     125";"      70";"      68"
"Niet bewoonde woningen";"2015";"Geertruidenberg";"     383";"     157";"     214";"      93";"     121";"      12"
"Niet bewoonde woningen";"2016";"Geertruidenberg";"     315";"     106";"     195";"      78";"     117";"      14"
"Niet bewoonde woningen";"2017";"Geertruidenberg";"     340";"     137";"     187";"      66";"     121";"      16"
"Niet bewoonde woningen";"2018";"Geertruidenberg";"     313";"     105";"     186";"      62";"     124";"      22"
"Niet bewoonde woningen";"2019";"Geertruidenberg";"     334";"     120";"     212";"     108";"     104";"       2"
"Niet bewoonde woningen";"2020";"Geertruidenberg";"     311";"     114";"     197";"     114";"      83";"       0"
"Niet bewoonde woningen";"2021";"Geertruidenberg";"     322";"     134";"     188";"     107";"      81";"       0"
"Niet bewoonde woningen";"2022";"Geertruidenberg";"     372";"     111";"     261";"     122";"     139";"       0"
"Niet bewoonde woningen";"2023";"Geertruidenberg";"     406";"     126";"     280";"     122";"     158";"       0"
"Niet bewoonde woningen";"2012";"Geldermalsen";"     398";"     188";"     169";"      35";"     134";"      41"
"Niet bewoonde woningen";"2013";"Geldermalsen";"     370";"     199";"     137";"      22";"     115";"      34"
"Niet bewoonde woningen";"2014";"Geldermalsen";"     369";"     200";"     124";"      30";"      94";"      45"
"Niet bewoonde woningen";"2015";"Geldermalsen";"     369";"     184";"     128";"      35";"      93";"      57"
"Niet bewoonde woningen";"2016";"Geldermalsen";"     387";"     208";"     139";"      39";"     100";"      40"
"Niet bewoonde woningen";"2017";"Geldermalsen";"     427";"     200";"     150";"      41";"     109";"      77"
"Niet bewoonde woningen";"2018";"Geldermalsen";"     441";"     162";"     194";"      42";"     152";"      85"
"Niet bewoonde woningen";"2019";"Geldermalsen";"";"";"";"";"";""
"Niet bewoonde woningen";"2020";"Geldermalsen";"";"";"";"";"";""
"Niet bewoonde woningen";"2021";"Geldermalsen";"";"";"";"";"";""
"Niet bewoonde woningen";"2022";"Geldermalsen";"";"";"";"";"";""
"Niet bewoonde woningen";"2023";"Geldermalsen";"";"";"";"";"";""
"Niet bewoonde woningen";"2012";"Geldrop-Mierlo";"     591";"     330";"     227";"      84";"     143";"      34"
"Niet bewoonde woningen";"2013";"Geldrop-Mierlo";"     580";"     327";"     231";"      98";"     133";"      22"
"Niet bewoonde woningen";"2014";"Geldrop-Mierlo";"     526";"     303";"     196";"      97";"      99";"      27"
"Niet bewoonde woningen";"2015";"Geldrop-Mierlo";"     549";"     285";"     224";"     114";"     110";"      40"
"Niet bewoonde woningen";"2016";"Geldrop-Mierlo";"     507";"     276";"     216";"     118";"      98";"      15"
"Niet bewoonde woningen";"2017";"Geldrop-Mierlo";"     461";"     257";"     188";"      90";"      98";"      16"
"Niet bewoonde woningen";"2018";"Geldrop-Mierlo";"     473";"     248";"     207";"      92";"     115";"      18"
"Niet bewoonde woningen";"2019";"Geldrop-Mierlo";"     488";"     279";"     207";"      61";"     146";"       2"
"Niet bewoonde woningen";"2020";"Geldrop-Mierlo";"     513";"     305";"     207";"      69";"     138";"       1"
"Niet bewoonde woningen";"2021";"Geldrop-Mierlo";"     626";"     256";"     369";"      78";"     291";"       1"
"Niet bewoonde woningen";"2022";"Geldrop-Mierlo";"     477";"     233";"     241";"      89";"     152";"       3"
"Niet bewoonde woningen";"2023";"Geldrop-Mierlo";"     593";"     273";"     319";"     150";"     169";"       1"
"Niet bewoonde woningen";"2012";"Gemert-Bakel";"     647";"     324";"     228";"      53";"     175";"      95"
"Niet bewoonde woningen";"2013";"Gemert-Bakel";"     624";"     293";"     267";"      65";"     202";"      64"
"Niet bewoonde woningen";"2014";"Gemert-Bakel";"     649";"     323";"     268";"      71";"     197";"      58"
"Niet bewoonde woningen";"2015";"Gemert-Bakel";"     605";"     310";"     230";"      42";"     188";"      65"
"Niet bewoonde woningen";"2016";"Gemert-Bakel";"     531";"     249";"     218";"      33";"     185";"      64"
"Niet bewoonde woningen";"2017";"Gemert-Bakel";"     516";"     238";"     220";"      56";"     164";"      58"
"Niet bewoonde woningen";"2018";"Gemert-Bakel";"     446";"     210";"     180";"      37";"     143";"      56"
"Niet bewoonde woningen";"2019";"Gemert-Bakel";"     426";"     241";"     183";"      33";"     150";"       2"
"Niet bewoonde woningen";"2020";"Gemert-Bakel";"     430";"     219";"     209";"      67";"     142";"       2"
"Niet bewoonde woningen";"2021";"Gemert-Bakel";"     351";"     195";"     156";"      27";"     129";"       0"
"Niet bewoonde woningen";"2022";"Gemert-Bakel";"     370";"     199";"     171";"      49";"     122";"       0"
"Niet bewoonde woningen";"2023";"Gemert-Bakel";"     376";"     206";"     169";"      50";"     119";"       1"
"Niet bewoonde woningen";"2012";"Gennep";"     309";"     134";"     150";"      78";"      72";"      25"
"Niet bewoonde woningen";"2013";"Gennep";"     339";"     150";"     165";"      89";"      76";"      24"
"Niet bewoonde woningen";"2014";"Gennep";"     332";"     148";"     164";"      82";"      82";"      20"
"Niet bewoonde woningen";"2015";"Gennep";"     274";"     144";"     110";"      38";"      72";"      20"
"Niet bewoonde woningen";"2016";"Gennep";"     284";"     132";"      96";"      30";"      66";"      56"
"Niet bewoonde woningen";"2017";"Gennep";"     271";"     135";"     108";"      22";"      86";"      28"
"Niet bewoonde woningen";"2018";"Gennep";"     276";"     124";"     135";"      31";"     104";"      17"
"Niet bewoonde woningen";"2019";"Gennep";"     255";"     130";"     116";"      42";"      74";"       9"
"Niet bewoonde woningen";"2020";"Gennep";"     284";"     125";"     156";"      69";"      87";"       3"
"Niet bewoonde woningen";"2021";"Gennep";"     302";"     117";"     182";"     101";"      81";"       3"
"Niet bewoonde woningen";"2022";"Gennep";"     265";"      87";"     172";"      95";"      77";"       6"
"Niet bewoonde woningen";"2023";"Gennep";"     309";"     137";"     168";"      83";"      85";"       4"
