region,year,value
Sluis-Aardenburg,2002,
Sluis-Aardenburg,2003,
Sluis-Aardenburg,2004,
Sluis-Aardenburg,2005,
Sluis-Aardenburg,2006,
Sluis-Aardenburg,2007,
Sluis-Aardenburg,2008,
Sluis-Aardenburg,2009,
Sluis-Aardenburg,2010,
Sluis-Aardenburg,2011,
Sluis-Aardenburg,2012,
Sluis-Aardenburg,2013,
Sluis-Aardenburg,2014,
Sluis-Aardenburg,2015,
Sluis-Aardenburg,2016,
Sluis-Aardenburg,2017,
Sluis-Aardenburg,2018,
Sluis-Aardenburg,2019,
Sluis-Aardenburg,2020,
Sluis-Aardenburg,2021,
Sluis-Aardenburg,2022,
Sluis-Aardenburg,2023,
Sluis-Aardenburg,2024,
Smallingerland,1997,61
Smallingerland,1998,62
Smallingerland,1999,63
Smallingerland,2000,64
Smallingerland,2001,97
Smallingerland,2002,98
Smallingerland,2003,99
Smallingerland,2004,100
Smallingerland,2005,155
Smallingerland,2006,156
Smallingerland,2007,173
Smallingerland,2008,190
Smallingerland,2009,197
Smallingerland,2010,198
Smallingerland,2011,196
Smallingerland,2012,188
Smallingerland,2013,179
Smallingerland,2014,167
Smallingerland,2015,159
Smallingerland,2016,158
Smallingerland,2017,163
Smallingerland,2018,170
Smallingerland,2019,181
Smallingerland,2020,195
Smallingerland,2021,211
Smallingerland,2022,234
Smallingerland,2023,276
Smallingerland,2024,287
Smilde,1997,64
Smilde,1998,
Smilde,1999,
Smilde,2000,
Smilde,2001,
Smilde,2002,
Smilde,2003,
Smilde,2004,
Smilde,2005,
Smilde,2006,
Smilde,2007,
Smilde,2008,
Smilde,2009,
Smilde,2010,
Smilde,2011,
Smilde,2012,
Smilde,2013,
Smilde,2014,
Smilde,2015,
Smilde,2016,
Smilde,2017,
Smilde,2018,
Smilde,2019,
Smilde,2020,
Smilde,2021,
Smilde,2022,
Smilde,2023,
Smilde,2024,
Sneek,1997,53
Sneek,1998,54
Sneek,1999,55
Sneek,2000,56
Sneek,2001,90
Sneek,2002,91
Sneek,2003,93
Sneek,2004,95
Sneek,2005,152
Sneek,2006,153
Sneek,2007,172
Sneek,2008,186
Sneek,2009,194
Sneek,2010,198
Sneek,2011,
Sneek,2012,
Sneek,2013,
Sneek,2014,
Sneek,2015,
Sneek,2016,
Sneek,2017,
Sneek,2018,
Sneek,2019,
Sneek,2020,
Sneek,2021,
Sneek,2022,
Sneek,2023,
Sneek,2024,
Soest,1997,100
Soest,1998,101
Soest,1999,101
Soest,2000,101
Soest,2001,183
Soest,2002,183
Soest,2003,183
Soest,2004,183
Soest,2005,262
Soest,2006,263
Soest,2007,284
Soest,2008,302
Soest,2009,315
Soest,2010,326
Soest,2011,317
Soest,2012,306
Soest,2013,292
Soest,2014,273
Soest,2015,263
Soest,2016,266
Soest,2017,273
Soest,2018,291
Soest,2019,313
Soest,2020,333
Soest,2021,355
Soest,2022,386
Soest,2023,427
Soest,2024,454
Someren,1997,103
Someren,1998,102
Someren,1999,102
Someren,2000,102
Someren,2001,172
Someren,2002,172
Someren,2003,173
Someren,2004,174
Someren,2005,254
Someren,2006,255
Someren,2007,270
Someren,2008,291
Someren,2009,301
Someren,2010,303
Someren,2011,294
Someren,2012,288
Someren,2013,278
Someren,2014,265
Someren,2015,254
Someren,2016,251
Someren,2017,257
Someren,2018,
Someren,2019,292
Someren,2020,312
Someren,2021,322
Someren,2022,353
Someren,2023,392
Someren,2024,408
Son en Breugel,1997,116
Son en Breugel,1998,115
Son en Breugel,1999,115
Son en Breugel,2000,117
Son en Breugel,2001,188
Son en Breugel,2002,187
Son en Breugel,2003,189
Son en Breugel,2004,189
Son en Breugel,2005,275
Son en Breugel,2006,276
Son en Breugel,2007,300
Son en Breugel,2008,326
Son en Breugel,2009,344
Son en Breugel,2010,345
Son en Breugel,2011,338
Son en Breugel,2012,322
Son en Breugel,2013,308
Son en Breugel,2014,295
Son en Breugel,2015,283
Son en Breugel,2016,284
Son en Breugel,2017,282
Son en Breugel,2018,303
Son en Breugel,2019,327
Son en Breugel,2020,350
Son en Breugel,2021,373
Son en Breugel,2022,402
Son en Breugel,2023,459
Son en Breugel,2024,490
Spijkenisse,1997,72
Spijkenisse,1998,71
Spijkenisse,1999,72
Spijkenisse,2000,73
Spijkenisse,2001,99
Spijkenisse,2002,101
Spijkenisse,2003,102
Spijkenisse,2004,101
Spijkenisse,2005,155
Spijkenisse,2006,155
Spijkenisse,2007,167
Spijkenisse,2008,172
Spijkenisse,2009,175
Spijkenisse,2010,175
Spijkenisse,2011,171
Spijkenisse,2012,169
Spijkenisse,2013,163
Spijkenisse,2014,156
Spijkenisse,2015,
Spijkenisse,2016,
Spijkenisse,2017,
Spijkenisse,2018,
Spijkenisse,2019,
Spijkenisse,2020,
Spijkenisse,2021,
Spijkenisse,2022,
Spijkenisse,2023,
Spijkenisse,2024,
Stad Delden,1997,108
Stad Delden,1998,108
Stad Delden,1999,108
Stad Delden,2000,108
Stad Delden,2001,
Stad Delden,2002,
Stad Delden,2003,
Stad Delden,2004,
Stad Delden,2005,
Stad Delden,2006,
Stad Delden,2007,
Stad Delden,2008,
Stad Delden,2009,
Stad Delden,2010,
Stad Delden,2011,
Stad Delden,2012,
Stad Delden,2013,
Stad Delden,2014,
Stad Delden,2015,
Stad Delden,2016,
Stad Delden,2017,
Stad Delden,2018,
Stad Delden,2019,
Stad Delden,2020,
Stad Delden,2021,
Stad Delden,2022,
Stad Delden,2023,
Stad Delden,2024,
Stadskanaal,1997,58
Stadskanaal,1998,59
Stadskanaal,1999,60
Stadskanaal,2000,60
Stadskanaal,2001,90
Stadskanaal,2002,90
Stadskanaal,2003,91
Stadskanaal,2004,91
Stadskanaal,2005,145
Stadskanaal,2006,146
Stadskanaal,2007,157
Stadskanaal,2008,163
Stadskanaal,2009,165
Stadskanaal,2010,166
Stadskanaal,2011,165
Stadskanaal,2012,164
Stadskanaal,2013,156
Stadskanaal,2014,146
Stadskanaal,2015,142
Stadskanaal,2016,140
Stadskanaal,2017,143
Stadskanaal,2018,149
Stadskanaal,2019,165
Stadskanaal,2020,175
Stadskanaal,2021,187
Stadskanaal,2022,207
Stadskanaal,2023,242
Stadskanaal,2024,264
Staphorst,1997,77
Staphorst,1998,76
Staphorst,1999,77
Staphorst,2000,77
Staphorst,2001,153
Staphorst,2002,153
Staphorst,2003,154
Staphorst,2004,154
Staphorst,2005,241
Staphorst,2006,235
Staphorst,2007,255
Staphorst,2008,274
Staphorst,2009,287
Staphorst,2010,289
Staphorst,2011,284
Staphorst,2012,277
Staphorst,2013,266
Staphorst,2014,247
Staphorst,2015,241
Staphorst,2016,240
Staphorst,2017,245
Staphorst,2018,252
Staphorst,2019,271
Staphorst,2020,277
Staphorst,2021,292
Staphorst,2022,317
Staphorst,2023,350
Staphorst,2024,358
Stede Broec,1997,78
Stede Broec,1998,78
Stede Broec,1999,78
Stede Broec,2000,78
Stede Broec,2001,113
Stede Broec,2002,113
Stede Broec,2003,114
Stede Broec,2004,115
Stede Broec,2005,184
Stede Broec,2006,185
Stede Broec,2007,196
Stede Broec,2008,209
Stede Broec,2009,216
Stede Broec,2010,218
Stede Broec,2011,215
Stede Broec,2012,206
Stede Broec,2013,192
Stede Broec,2014,180
Stede Broec,2015,181
Stede Broec,2016,184
Stede Broec,2017,191
Stede Broec,2018,206
Stede Broec,2019,221
Stede Broec,2020,244
Stede Broec,2021,264
Stede Broec,2022,294
Stede Broec,2023,355
Stede Broec,2024,363
Steenbergen,1997,85
Steenbergen,1998,85
Steenbergen,1999,86
Steenbergen,2000,87
Steenbergen,2001,135
Steenbergen,2002,135
Steenbergen,2003,135
Steenbergen,2004,135
Steenbergen,2005,201
Steenbergen,2006,202
Steenbergen,2007,216
Steenbergen,2008,222
Steenbergen,2009,226
Steenbergen,2010,226
Steenbergen,2011,221
Steenbergen,2012,213
Steenbergen,2013,207
Steenbergen,2014,204
Steenbergen,2015,200
Steenbergen,2016,198
Steenbergen,2017,201
Steenbergen,2018,207
Steenbergen,2019,223
Steenbergen,2020,238
Steenbergen,2021,254
Steenbergen,2022,286
Steenbergen,2023,326
Steenbergen,2024,345
Steenderen,1997,85
Steenderen,1998,85
Steenderen,1999,86
Steenderen,2000,86
Steenderen,2001,184
Steenderen,2002,
Steenderen,2003,
Steenderen,2004,
Steenderen,2005,
Steenderen,2006,
Steenderen,2007,
Steenderen,2008,
Steenderen,2009,
Steenderen,2010,
Steenderen,2011,
Steenderen,2012,
Steenderen,2013,
Steenderen,2014,
Steenderen,2015,
Steenderen,2016,
Steenderen,2017,
Steenderen,2018,
Steenderen,2019,
Steenderen,2020,
Steenderen,2021,
Steenderen,2022,
Steenderen,2023,
Steenderen,2024,
Steenwijk,1997,68
Steenwijk,1998,69
Steenwijk,1999,70
Steenwijk,2000,70
Steenwijk,2001,120
Steenwijk,2002,
Steenwijk,2003,
Steenwijk,2004,
Steenwijk,2005,
Steenwijk,2006,
Steenwijk,2007,
Steenwijk,2008,
Steenwijk,2009,
Steenwijk,2010,
Steenwijk,2011,
Steenwijk,2012,
Steenwijk,2013,
Steenwijk,2014,
Steenwijk,2015,
Steenwijk,2016,
Steenwijk,2017,
Steenwijk,2018,
Steenwijk,2019,
Steenwijk,2020,
Steenwijk,2021,
Steenwijk,2022,
Steenwijk,2023,
Steenwijk,2024,
Steenwijkerland,1997,
Steenwijkerland,1998,
Steenwijkerland,1999,
Steenwijkerland,2000,
Steenwijkerland,2001,
Steenwijkerland,2002,
Steenwijkerland,2003,121
Steenwijkerland,2004,122
Steenwijkerland,2005,182
Steenwijkerland,2006,182
Steenwijkerland,2007,199
Steenwijkerland,2008,217
Steenwijkerland,2009,225
Steenwijkerland,2010,229
Steenwijkerland,2011,224
Steenwijkerland,2012,214
Steenwijkerland,2013,210
Steenwijkerland,2014,196
Steenwijkerland,2015,189
Steenwijkerland,2016,188
Steenwijkerland,2017,190
Steenwijkerland,2018,200
Steenwijkerland,2019,221
Steenwijkerland,2020,230
Steenwijkerland,2021,245
Steenwijkerland,2022,270
Steenwijkerland,2023,309
Steenwijkerland,2024,323
Stein (L.),1997,88
Stein (L.),1998,88
Stein (L.),1999,88
Stein (L.),2000,88
Stein (L.),2001,138
Stein (L.),2002,138
Stein (L.),2003,139
Stein (L.),2004,140
Stein (L.),2005,181
Stein (L.),2006,182
Stein (L.),2007,198
Stein (L.),2008,208
Stein (L.),2009,211
Stein (L.),2010,207
Stein (L.),2011,196
Stein (L.),2012,193
Stein (L.),2013,187
Stein (L.),2014,179
Stein (L.),2015,173
Stein (L.),2016,176
Stein (L.),2017,183
Stein (L.),2018,194
Stein (L.),2019,205
Stein (L.),2020,222
Stein (L.),2021,234
Stein (L.),2022,244
Stein (L.),2023,288
Stein (L.),2024,291
Stichtse Vecht,1997,
Stichtse Vecht,1998,
Stichtse Vecht,1999,
Stichtse Vecht,2000,
Stichtse Vecht,2001,
Stichtse Vecht,2002,
Stichtse Vecht,2003,
Stichtse Vecht,2004,
Stichtse Vecht,2005,
Stichtse Vecht,2006,
Stichtse Vecht,2007,
Stichtse Vecht,2008,
Stichtse Vecht,2009,
Stichtse Vecht,2010,
Stichtse Vecht,2011,304
Stichtse Vecht,2012,298
Stichtse Vecht,2013,290
Stichtse Vecht,2014,270
Stichtse Vecht,2015,261
Stichtse Vecht,2016,266
Stichtse Vecht,2017,279
Stichtse Vecht,2018,298
Stichtse Vecht,2019,324
Stichtse Vecht,2020,343
Stichtse Vecht,2021,364
Stichtse Vecht,2022,392
Stichtse Vecht,2023,455
Stichtse Vecht,2024,460
Stramproy,1997,96
Stramproy,1998,
Stramproy,1999,
Stramproy,2000,
Stramproy,2001,
Stramproy,2002,
Stramproy,2003,
Stramproy,2004,
Stramproy,2005,
Stramproy,2006,
Stramproy,2007,
Stramproy,2008,
Stramproy,2009,
Stramproy,2010,
Stramproy,2011,
Stramproy,2012,
Stramproy,2013,
Stramproy,2014,
Stramproy,2015,
Stramproy,2016,
Stramproy,2017,
Stramproy,2018,
Stramproy,2019,
Stramproy,2020,
Stramproy,2021,
Stramproy,2022,
Stramproy,2023,
Stramproy,2024,
Strijen,1997,85
Strijen,1998,86
Strijen,1999,87
Strijen,2000,88
Strijen,2001,131
Strijen,2002,131
Strijen,2003,132
Strijen,2004,133
Strijen,2005,205
Strijen,2006,205
Strijen,2007,226
Strijen,2008,243
Strijen,2009,254
Strijen,2010,257
Strijen,2011,247
Strijen,2012,245
Strijen,2013,235
Strijen,2014,222
Strijen,2015,213
Strijen,2016,214
Strijen,2017,215
Strijen,2018,218
Strijen,2019,
Strijen,2020,
Strijen,2021,
Strijen,2022,
Strijen,2023,
Strijen,2024,
Susteren,1997,94
Susteren,1998,94
Susteren,1999,94
Susteren,2000,94
Susteren,2001,145
Susteren,2002,
Susteren,2003,
Susteren,2004,
Susteren,2005,
Susteren,2006,
Susteren,2007,
Susteren,2008,
Susteren,2009,
Susteren,2010,
Susteren,2011,
Susteren,2012,
Susteren,2013,
Susteren,2014,
Susteren,2015,
Susteren,2016,
Susteren,2017,
Susteren,2018,
Susteren,2019,
Susteren,2020,
Susteren,2021,
Susteren,2022,
Susteren,2023,
Susteren,2024,
Swalmen,1997,81
Swalmen,1998,82
Swalmen,1999,82
Swalmen,2000,83
Swalmen,2001,128
Swalmen,2002,129
Swalmen,2003,130
Swalmen,2004,131
Swalmen,2005,171
Swalmen,2006,172
Swalmen,2007,
Swalmen,2008,
Swalmen,2009,
Swalmen,2010,
Swalmen,2011,
Swalmen,2012,
Swalmen,2013,
Swalmen,2014,
Swalmen,2015,
Swalmen,2016,
Swalmen,2017,
Swalmen,2018,
Swalmen,2019,
Swalmen,2020,
Swalmen,2021,
Swalmen,2022,
Swalmen,2023,
Swalmen,2024,
Súdwest-Fryslân,1997,
Súdwest-Fryslân,1998,
Súdwest-Fryslân,1999,
Súdwest-Fryslân,2000,
Súdwest-Fryslân,2001,
Súdwest-Fryslân,2002,
Súdwest-Fryslân,2003,
Súdwest-Fryslân,2004,
Súdwest-Fryslân,2005,
Súdwest-Fryslân,2006,
Súdwest-Fryslân,2007,
Súdwest-Fryslân,2008,
Súdwest-Fryslân,2009,
Súdwest-Fryslân,2010,
Súdwest-Fryslân,2011,201
Súdwest-Fryslân,2012,196
Súdwest-Fryslân,2013,185
Súdwest-Fryslân,2014,174
Súdwest-Fryslân,2015,172
Súdwest-Fryslân,2016,175
Súdwest-Fryslân,2017,181
Súdwest-Fryslân,2018,189
Súdwest-Fryslân,2019,207
Súdwest-Fryslân,2020,217
Súdwest-Fryslân,2021,229
Súdwest-Fryslân,2022,251
Súdwest-Fryslân,2023,289
Súdwest-Fryslân,2024,300
Tegelen,1997,78
Tegelen,1998,78
Tegelen,1999,78
Tegelen,2000,78
Tegelen,2001,
Tegelen,2002,
Tegelen,2003,
Tegelen,2004,
Tegelen,2005,
Tegelen,2006,
Tegelen,2007,
Tegelen,2008,
Tegelen,2009,
Tegelen,2010,
Tegelen,2011,
Tegelen,2012,
Tegelen,2013,
Tegelen,2014,
Tegelen,2015,
Tegelen,2016,
Tegelen,2017,
Tegelen,2018,
Tegelen,2019,
Tegelen,2020,
Tegelen,2021,
Tegelen,2022,
Tegelen,2023,
Tegelen,2024,
Ten Boer,1997,66
Ten Boer,1998,67
Ten Boer,1999,67
Ten Boer,2000,68
Ten Boer,2001,97
Ten Boer,2002,98
Ten Boer,2003,98
Ten Boer,2004,98
Ten Boer,2005,158
Ten Boer,2006,158
Ten Boer,2007,174
Ten Boer,2008,185
Ten Boer,2009,194
Ten Boer,2010,195
Ten Boer,2011,192
Ten Boer,2012,187
Ten Boer,2013,183
Ten Boer,2014,174
Ten Boer,2015,165
Ten Boer,2016,165
Ten Boer,2017,169
Ten Boer,2018,175
Ten Boer,2019,
Ten Boer,2020,
Ten Boer,2021,
Ten Boer,2022,
Ten Boer,2023,
Ten Boer,2024,
Ter Aar,1997,94
Ter Aar,1998,94
Ter Aar,1999,95
Ter Aar,2000,95
Ter Aar,2001,178
Ter Aar,2002,177
Ter Aar,2003,177
Ter Aar,2004,180
Ter Aar,2005,258
Ter Aar,2006,261
Ter Aar,2007,
Ter Aar,2008,
Ter Aar,2009,
Ter Aar,2010,
Ter Aar,2011,
Ter Aar,2012,
Ter Aar,2013,
Ter Aar,2014,
Ter Aar,2015,
Ter Aar,2016,
Ter Aar,2017,
Ter Aar,2018,
Ter Aar,2019,
Ter Aar,2020,
Ter Aar,2021,
Ter Aar,2022,
Ter Aar,2023,
Ter Aar,2024,
Terneuzen,1997,56
Terneuzen,1998,56
Terneuzen,1999,58
Terneuzen,2000,58
Terneuzen,2001,80
Terneuzen,2002,81
Terneuzen,2003,83
Terneuzen,2004,84
Terneuzen,2005,131
Terneuzen,2006,132
Terneuzen,2007,146
Terneuzen,2008,154
Terneuzen,2009,160
Terneuzen,2010,163
Terneuzen,2011,162
Terneuzen,2012,161
Terneuzen,2013,158
Terneuzen,2014,157
Terneuzen,2015,157
Terneuzen,2016,159
Terneuzen,2017,162
Terneuzen,2018,165
Terneuzen,2019,172
Terneuzen,2020,181
Terneuzen,2021,192
Terneuzen,2022,208
Terneuzen,2023,236
Terneuzen,2024,243
Terschelling,1997,76
Terschelling,1998,77
Terschelling,1999,77
Terschelling,2000,77
Terschelling,2001,190
Terschelling,2002,190
Terschelling,2003,191
Terschelling,2004,191
Terschelling,2005,269
Terschelling,2006,271
Terschelling,2007,294
Terschelling,2008,305
Terschelling,2009,314
Terschelling,2010,322
Terschelling,2011,321
Terschelling,2012,318
Terschelling,2013,312
Terschelling,2014,297
Terschelling,2015,289
Terschelling,2016,290
Terschelling,2017,301
Terschelling,2018,309
Terschelling,2019,313
Terschelling,2020,322
Terschelling,2021,342
Terschelling,2022,390
Terschelling,2023,426
Terschelling,2024,437
Texel,1997,96
Texel,1998,96
Texel,1999,96
Texel,2000,97
Texel,2001,137
Texel,2002,138
Texel,2003,139
Texel,2004,140
Texel,2005,224
Texel,2006,225
Texel,2007,250
Texel,2008,262
Texel,2009,276
Texel,2010,278
Texel,2011,269
Texel,2012,269
Texel,2013,264
Texel,2014,258
Texel,2015,258
Texel,2016,263
Texel,2017,286
Texel,2018,279
Texel,2019,272
Texel,2020,287
Texel,2021,305
Texel,2022,328
Texel,2023,372
Texel,2024,395
Teylingen,1997,
Teylingen,1998,
Teylingen,1999,
Teylingen,2000,
Teylingen,2001,
Teylingen,2002,
Teylingen,2003,
Teylingen,2004,
Teylingen,2005,
Teylingen,2006,277
Teylingen,2007,298
Teylingen,2008,311
Teylingen,2009,321
Teylingen,2010,321
Teylingen,2011,316
Teylingen,2012,304
Teylingen,2013,294
Teylingen,2014,285
Teylingen,2015,280
Teylingen,2016,277
Teylingen,2017,286
Teylingen,2018,297
Teylingen,2019,319
Teylingen,2020,347
Teylingen,2021,370
Teylingen,2022,404
Teylingen,2023,458
Teylingen,2024,462
Tholen,1997,68
Tholen,1998,69
Tholen,1999,69
Tholen,2000,70
Tholen,2001,99
Tholen,2002,100
Tholen,2003,100
Tholen,2004,103
Tholen,2005,162
Tholen,2006,164
Tholen,2007,183
Tholen,2008,198
Tholen,2009,203
Tholen,2010,202
Tholen,2011,199
Tholen,2012,195
Tholen,2013,191
Tholen,2014,185
Tholen,2015,183
Tholen,2016,182
Tholen,2017,186
Tholen,2018,188
Tholen,2019,197
Tholen,2020,203
Tholen,2021,213
Tholen,2022,229
Tholen,2023,260
Tholen,2024,287
Thorn,1997,78
Thorn,1998,79
Thorn,1999,79
Thorn,2000,80
Thorn,2001,157
Thorn,2002,158
Thorn,2003,158
Thorn,2004,159
Thorn,2005,220
Thorn,2006,220
Thorn,2007,
Thorn,2008,
Thorn,2009,
Thorn,2010,
Thorn,2011,
Thorn,2012,
Thorn,2013,
Thorn,2014,
Thorn,2015,
Thorn,2016,
Thorn,2017,
Thorn,2018,
Thorn,2019,
Thorn,2020,
Thorn,2021,
Thorn,2022,
Thorn,2023,
Thorn,2024,
Tiel,1997,86
Tiel,1998,87
Tiel,1999,83
Tiel,2000,84
Tiel,2001,121
Tiel,2002,122
Tiel,2003,122
Tiel,2004,129
Tiel,2005,180
Tiel,2006,184
Tiel,2007,197
Tiel,2008,217
Tiel,2009,224
Tiel,2010,230
Tiel,2011,224
Tiel,2012,217
Tiel,2013,207
Tiel,2014,194
Tiel,2015,188
Tiel,2016,189
Tiel,2017,192
Tiel,2018,198
Tiel,2019,209
Tiel,2020,224
Tiel,2021,238
Tiel,2022,264
Tiel,2023,316
Tiel,2024,348
Tilburg,1997,64
Tilburg,1998,65
Tilburg,1999,66
Tilburg,2000,61
Tilburg,2001,107
Tilburg,2002,118
Tilburg,2003,118
Tilburg,2004,119
Tilburg,2005,193
Tilburg,2006,191
Tilburg,2007,206
Tilburg,2008,215
Tilburg,2009,217
Tilburg,2010,218
Tilburg,2011,212
Tilburg,2012,207
Tilburg,2013,199
Tilburg,2014,187
Tilburg,2015,180
Tilburg,2016,181
Tilburg,2017,184
Tilburg,2018,193
Tilburg,2019,210
Tilburg,2020,228
Tilburg,2021,247
Tilburg,2022,269
Tilburg,2023,314
Tilburg,2024,326
Tubbergen,1997,82
Tubbergen,1998,83
Tubbergen,1999,84
Tubbergen,2000,84
Tubbergen,2001,154
Tubbergen,2002,156
Tubbergen,2003,156
Tubbergen,2004,158
Tubbergen,2005,240
Tubbergen,2006,241
Tubbergen,2007,253
Tubbergen,2008,269
Tubbergen,2009,276
Tubbergen,2010,282
Tubbergen,2011,274
Tubbergen,2012,260
Tubbergen,2013,253
Tubbergen,2014,240
Tubbergen,2015,237
Tubbergen,2016,238
Tubbergen,2017,245
Tubbergen,2018,257
Tubbergen,2019,290
Tubbergen,2020,304
Tubbergen,2021,320
Tubbergen,2022,360
Tubbergen,2023,401
Tubbergen,2024,426
Twenterand,1997,
Twenterand,1998,
Twenterand,1999,
Twenterand,2000,
Twenterand,2001,
Twenterand,2002,
Twenterand,2003,124
Twenterand,2004,125
Twenterand,2005,192
Twenterand,2006,193
Twenterand,2007,208
Twenterand,2008,222
Twenterand,2009,228
Twenterand,2010,232
Twenterand,2011,227
Twenterand,2012,217
Twenterand,2013,212
Twenterand,2014,202
Twenterand,2015,197
Twenterand,2016,195
Twenterand,2017,198
Twenterand,2018,206
Twenterand,2019,222
Twenterand,2020,234
Twenterand,2021,251
Twenterand,2022,277
Twenterand,2023,327
Twenterand,2024,339
Tynaarlo,1997,
Tynaarlo,1998,
Tynaarlo,1999,
Tynaarlo,2000,99
Tynaarlo,2001,140
Tynaarlo,2002,141
Tynaarlo,2003,141
Tynaarlo,2004,142
Tynaarlo,2005,212
Tynaarlo,2006,213
Tynaarlo,2007,231
Tynaarlo,2008,253
Tynaarlo,2009,262
Tynaarlo,2010,263
Tynaarlo,2011,259
Tynaarlo,2012,256
Tynaarlo,2013,247
Tynaarlo,2014,236
Tynaarlo,2015,233
Tynaarlo,2016,234
Tynaarlo,2017,243
Tynaarlo,2018,256
Tynaarlo,2019,269
Tynaarlo,2020,285
Tynaarlo,2021,306
Tynaarlo,2022,341
Tynaarlo,2023,393
Tynaarlo,2024,409
Tytsjerksteradiel,1997,75
Tytsjerksteradiel,1998,75
Tytsjerksteradiel,1999,76
Tytsjerksteradiel,2000,76
Tytsjerksteradiel,2001,113
Tytsjerksteradiel,2002,113
Tytsjerksteradiel,2003,113
Tytsjerksteradiel,2004,114
Tytsjerksteradiel,2005,174
Tytsjerksteradiel,2006,174
Tytsjerksteradiel,2007,194
Tytsjerksteradiel,2008,211
Tytsjerksteradiel,2009,221
Tytsjerksteradiel,2010,222
Tytsjerksteradiel,2011,218
Tytsjerksteradiel,2012,214
Tytsjerksteradiel,2013,206
Tytsjerksteradiel,2014,192
Tytsjerksteradiel,2015,184
Tytsjerksteradiel,2016,183
Tytsjerksteradiel,2017,183
Tytsjerksteradiel,2018,192
Tytsjerksteradiel,2019,203
Tytsjerksteradiel,2020,214
Tytsjerksteradiel,2021,226
Tytsjerksteradiel,2022,248
Tytsjerksteradiel,2023,283
Tytsjerksteradiel,2024,295
Ubbergen,1997,73
Ubbergen,1998,74
Ubbergen,1999,73
Ubbergen,2000,75
Ubbergen,2001,157
Ubbergen,2002,155
Ubbergen,2003,157
Ubbergen,2004,157
Ubbergen,2005,245
Ubbergen,2006,245
Ubbergen,2007,254
Ubbergen,2008,269
Ubbergen,2009,280
Ubbergen,2010,280
Ubbergen,2011,273
Ubbergen,2012,264
Ubbergen,2013,257
Ubbergen,2014,242
Ubbergen,2015,
Ubbergen,2016,
Ubbergen,2017,
Ubbergen,2018,
Ubbergen,2019,
Ubbergen,2020,
Ubbergen,2021,
Ubbergen,2022,
Ubbergen,2023,
Ubbergen,2024,
Uden,1997,96
Uden,1998,96
Uden,1999,97
Uden,2000,98
Uden,2001,153
Uden,2002,153
Uden,2003,154
Uden,2004,154
Uden,2005,238
Uden,2006,238
Uden,2007,251
Uden,2008,269
Uden,2009,281
Uden,2010,282
Uden,2011,273
Uden,2012,261
Uden,2013,247
Uden,2014,231
Uden,2015,221
Uden,2016,224
Uden,2017,229
Uden,2018,237
Uden,2019,259
Uden,2020,282
Uden,2021,288
Uden,2022,
Uden,2023,
Uden,2024,
Uitgeest,1997,101
Uitgeest,1998,101
Uitgeest,1999,102
Uitgeest,2000,101
Uitgeest,2001,153
Uitgeest,2002,153
Uitgeest,2003,153
Uitgeest,2004,154
Uitgeest,2005,229
Uitgeest,2006,230
Uitgeest,2007,249
Uitgeest,2008,262
Uitgeest,2009,267
Uitgeest,2010,268
Uitgeest,2011,265
Uitgeest,2012,262
Uitgeest,2013,253
Uitgeest,2014,242
Uitgeest,2015,237
Uitgeest,2016,239
Uitgeest,2017,247
Uitgeest,2018,260
Uitgeest,2019,287
Uitgeest,2020,311
Uitgeest,2021,333
Uitgeest,2022,363
Uitgeest,2023,447
Uitgeest,2024,443
Uithoorn,1997,104
Uithoorn,1998,104
Uithoorn,1999,105
Uithoorn,2000,104
Uithoorn,2001,161
Uithoorn,2002,163
Uithoorn,2003,164
Uithoorn,2004,165
Uithoorn,2005,239
Uithoorn,2006,237
Uithoorn,2007,241
Uithoorn,2008,253
Uithoorn,2009,258
Uithoorn,2010,257
Uithoorn,2011,255
Uithoorn,2012,249
Uithoorn,2013,238
Uithoorn,2014,224
Uithoorn,2015,221
Uithoorn,2016,228
Uithoorn,2017,239
Uithoorn,2018,258
Uithoorn,2019,282
Uithoorn,2020,311
Uithoorn,2021,334
Uithoorn,2022,365
Uithoorn,2023,427
Uithoorn,2024,433
Urk,1997,82
Urk,1998,82
Urk,1999,82
Urk,2000,82
Urk,2001,108
Urk,2002,107
Urk,2003,107
Urk,2004,109
Urk,2005,173
Urk,2006,173
Urk,2007,202
Urk,2008,213
Urk,2009,212
Urk,2010,212
Urk,2011,209
Urk,2012,206
Urk,2013,200
Urk,2014,194
Urk,2015,191
Urk,2016,188
Urk,2017,197
Urk,2018,210
Urk,2019,222
Urk,2020,239
Urk,2021,259
Urk,2022,293
Urk,2023,327
Urk,2024,343
Utrecht (PV),1997,98
Utrecht (PV),1998,99
Utrecht (PV),1999,99
Utrecht (PV),2000,99
Utrecht (PV),2001,161
Utrecht (PV),2002,160
Utrecht (PV),2003,161
Utrecht (PV),2004,161
Utrecht (PV),2005,231
Utrecht (PV),2006,232
Utrecht (PV),2007,249
Utrecht (PV),2008,269
Utrecht (PV),2009,283
Utrecht (PV),2010,286
Utrecht (PV),2011,279
Utrecht (PV),2012,274
Utrecht (PV),2013,264
Utrecht (PV),2014,248
Utrecht (PV),2015,240
Utrecht (PV),2016,241
Utrecht (PV),2017,255
Utrecht (PV),2018,274
Utrecht (PV),2019,301
Utrecht (PV),2020,326
Utrecht (PV),2021,349
Utrecht (PV),2022,382
