period,region,mean_value
2004,Anna Paulowna,132.0
2005,Anna Paulowna,193.0
2006,Anna Paulowna,194.0
2007,Anna Paulowna,206.0
2008,Anna Paulowna,223.0
2009,Anna Paulowna,230.0
2010,Anna Paulowna,230.0
2011,Anna Paulowna,228.0
2012,Anna Paulowna,
2013,Anna Paulowna,
2014,Anna Paulowna,
2015,Anna Paulowna,
2016,Anna Paulowna,
2017,Anna Paulowna,
2018**,Anna Paulowna,
2019*,Anna Paulowna,
2020*,Anna Paulowna,
1997,Apeldoorn,85.0
1998,Apeldoorn,85.0
1999,Apeldoorn,85.0
2000,Apeldoorn,86.0
2001,Apeldoorn,143.0
2002,Apeldoorn,144.0
2003,Apeldoorn,145.0
2004,Apeldoorn,146.0
2005,Apeldoorn,216.0
2006,Apeldoorn,217.0
2007,Apeldoorn,236.0
2008,Apeldoorn,253.0
2009,Apeldoorn,257.0
2010,Apeldoorn,258.0
2011,Apeldoorn,247.0
2012,Apeldoorn,240.0
2013,Apeldoorn,225.0
2014,Apeldoorn,208.0
2015,Apeldoorn,203.0
2016,Apeldoorn,204.0
2017,Apeldoorn,209.0
2018**,Apeldoorn,223.0
2019*,Apeldoorn,243.0
2020*,Apeldoorn,262.0
1997,Appingedam,52.0
1998,Appingedam,52.0
1999,Appingedam,52.0
2000,Appingedam,53.0
2001,Appingedam,74.0
2002,Appingedam,74.0
2003,Appingedam,76.0
2004,Appingedam,77.0
2005,Appingedam,117.0
2006,Appingedam,118.0
2007,Appingedam,137.0
2008,Appingedam,145.0
2009,Appingedam,150.0
2010,Appingedam,152.0
2011,Appingedam,156.0
2012,Appingedam,154.0
2013,Appingedam,149.0
2014,Appingedam,142.0
2015,Appingedam,134.0
2016,Appingedam,131.0
2017,Appingedam,133.0
2018**,Appingedam,138.0
2019*,Appingedam,144.0
2020*,Appingedam,154.0
1997,Arcen en Velden,102.0
1998,Arcen en Velden,103.0
1999,Arcen en Velden,102.0
2000,Arcen en Velden,103.0
2001,Arcen en Velden,154.0
2002,Arcen en Velden,154.0
2003,Arcen en Velden,155.0
2004,Arcen en Velden,156.0
2005,Arcen en Velden,219.0
2006,Arcen en Velden,220.0
2007,Arcen en Velden,237.0
2008,Arcen en Velden,246.0
2009,Arcen en Velden,247.0
2010,Arcen en Velden,
2011,Arcen en Velden,
2012,Arcen en Velden,
2013,Arcen en Velden,
2014,Arcen en Velden,
2015,Arcen en Velden,
2016,Arcen en Velden,
2017,Arcen en Velden,
2018**,Arcen en Velden,
2019*,Arcen en Velden,
2020*,Arcen en Velden,
1997,Arnhem,69.0
1998,Arnhem,69.0
1999,Arnhem,69.0
2000,Arnhem,69.0
2001,Arnhem,111.0
2002,Arnhem,112.0
2003,Arnhem,112.0
2004,Arnhem,112.0
2005,Arnhem,167.0
2006,Arnhem,166.0
2007,Arnhem,180.0
2008,Arnhem,189.0
2009,Arnhem,199.0
2010,Arnhem,202.0
2011,Arnhem,192.0
2012,Arnhem,190.0
2013,Arnhem,183.0
2014,Arnhem,173.0
2015,Arnhem,169.0
2016,Arnhem,169.0
2017,Arnhem,175.0
2018**,Arnhem,187.0
2019*,Arnhem,204.0
2020*,Arnhem,217.0
1997,Assen,66.0
1998,Assen,68.0
1999,Assen,68.0
2000,Assen,69.0
2001,Assen,94.0
2002,Assen,95.0
2003,Assen,97.0
2004,Assen,98.0
2005,Assen,148.0
2006,Assen,149.0
2007,Assen,161.0
2008,Assen,173.0
2009,Assen,181.0
2010,Assen,182.0
2011,Assen,181.0
2012,Assen,177.0
2013,Assen,170.0
2014,Assen,162.0
2015,Assen,159.0
2016,Assen,159.0
2017,Assen,168.0
2018**,Assen,172.0
2019*,Assen,184.0
2020*,Assen,195.0
1997,Asten,85.0
1998,Asten,86.0
1999,Asten,88.0
2000,Asten,89.0
2001,Asten,187.0
2002,Asten,188.0
2003,Asten,192.0
2004,Asten,189.0
2005,Asten,257.0
2006,Asten,256.0
2007,Asten,281.0
2008,Asten,306.0
2009,Asten,317.0
2010,Asten,320.0
2011,Asten,310.0
2012,Asten,296.0
2013,Asten,288.0
2014,Asten,275.0
2015,Asten,260.0
2016,Asten,259.0
2017,Asten,267.0
2018**,Asten,
2019*,Asten,288.0
2020*,Asten,310.0
1997,Avereest,73.0
1998,Avereest,72.0
1999,Avereest,73.0
2000,Avereest,73.0
2001,Avereest,
2002,Avereest,
2003,Avereest,
2004,Avereest,
2005,Avereest,
2006,Avereest,
2007,Avereest,
2008,Avereest,
2009,Avereest,
2010,Avereest,
2011,Avereest,
2012,Avereest,
2013,Avereest,
2014,Avereest,
2015,Avereest,
2016,Avereest,
2017,Avereest,
2018**,Avereest,
2019*,Avereest,
2020*,Avereest,
1997,Axel,55.0
1998,Axel,56.0
1999,Axel,57.0
2000,Axel,59.0
2001,Axel,89.0
2002,Axel,
2003,Axel,
2004,Axel,
2005,Axel,
2006,Axel,
2007,Axel,
2008,Axel,
2009,Axel,
2010,Axel,
2011,Axel,
2012,Axel,
2013,Axel,
2014,Axel,
2015,Axel,
2016,Axel,
2017,Axel,
2018**,Axel,
2019*,Axel,
2020*,Axel,
1997,Baarle-Nassau,119.0
1998,Baarle-Nassau,118.0
1999,Baarle-Nassau,118.0
2000,Baarle-Nassau,119.0
2001,Baarle-Nassau,165.0
2002,Baarle-Nassau,165.0
2003,Baarle-Nassau,165.0
2004,Baarle-Nassau,166.0
2005,Baarle-Nassau,255.0
2006,Baarle-Nassau,255.0
2007,Baarle-Nassau,282.0
2008,Baarle-Nassau,296.0
2009,Baarle-Nassau,298.0
2010,Baarle-Nassau,296.0
2011,Baarle-Nassau,284.0
2012,Baarle-Nassau,277.0
2013,Baarle-Nassau,261.0
2014,Baarle-Nassau,248.0
2015,Baarle-Nassau,242.0
2016,Baarle-Nassau,247.0
2017,Baarle-Nassau,254.0
2018**,Baarle-Nassau,265.0
2019*,Baarle-Nassau,274.0
2020*,Baarle-Nassau,291.0
1997,Baarn,118.0
1998,Baarn,118.0
1999,Baarn,118.0
2000,Baarn,118.0
2001,Baarn,190.0
2002,Baarn,190.0
2003,Baarn,190.0
2004,Baarn,191.0
2005,Baarn,280.0
2006,Baarn,280.0
2007,Baarn,308.0
2008,Baarn,332.0
2009,Baarn,345.0
2010,Baarn,347.0
2011,Baarn,338.0
2012,Baarn,327.0
2013,Baarn,307.0
2014,Baarn,290.0
2015,Baarn,278.0
2016,Baarn,281.0
2017,Baarn,292.0
2018**,Baarn,306.0
2019*,Baarn,329.0
2020*,Baarn,362.0
1997,Barendrecht,105.0
1998,Barendrecht,105.0
1999,Barendrecht,108.0
2000,Barendrecht,109.0
2001,Barendrecht,148.0
2002,Barendrecht,156.0
2003,Barendrecht,156.0
2004,Barendrecht,159.0
2005,Barendrecht,227.0
2006,Barendrecht,229.0
2007,Barendrecht,254.0
2008,Barendrecht,269.0
2009,Barendrecht,277.0
2010,Barendrecht,281.0
2011,Barendrecht,272.0
2012,Barendrecht,265.0
2013,Barendrecht,255.0
2014,Barendrecht,244.0
2015,Barendrecht,237.0
2016,Barendrecht,241.0
2017,Barendrecht,248.0
2018**,Barendrecht,263.0
2019*,Barendrecht,288.0
2020*,Barendrecht,318.0
1997,Barneveld,107.0
1998,Barneveld,107.0
1999,Barneveld,105.0
2000,Barneveld,105.0
2001,Barneveld,190.0
2002,Barneveld,189.0
2003,Barneveld,186.0
2004,Barneveld,189.0
2005,Barneveld,277.0
2006,Barneveld,278.0
2007,Barneveld,291.0
2008,Barneveld,312.0
2009,Barneveld,326.0
2010,Barneveld,327.0
2011,Barneveld,318.0
2012,Barneveld,310.0
2013,Barneveld,297.0
2014,Barneveld,279.0
2015,Barneveld,271.0
2016,Barneveld,267.0
2017,Barneveld,267.0
2018**,Barneveld,277.0
2019*,Barneveld,291.0
2020*,Barneveld,314.0
1997,Bathmen,109.0
1998,Bathmen,109.0
1999,Bathmen,109.0
2000,Bathmen,109.0
2001,Bathmen,160.0
2002,Bathmen,
2003,Bathmen,
2004,Bathmen,
2005,Bathmen,
2006,Bathmen,
2007,Bathmen,
2008,Bathmen,
2009,Bathmen,
2010,Bathmen,
2011,Bathmen,
2012,Bathmen,
2013,Bathmen,
2014,Bathmen,
2015,Bathmen,
2016,Bathmen,
2017,Bathmen,
2018**,Bathmen,
2019*,Bathmen,
2020*,Bathmen,
1997,Bedum,67.0
1998,Bedum,68.0
1999,Bedum,68.0
2000,Bedum,69.0
2001,Bedum,94.0
2002,Bedum,100.0
2003,Bedum,101.0
2004,Bedum,101.0
2005,Bedum,162.0
2006,Bedum,164.0
2007,Bedum,178.0
2008,Bedum,191.0
2009,Bedum,196.0
2010,Bedum,191.0
2011,Bedum,188.0
2012,Bedum,189.0
2013,Bedum,183.0
2014,Bedum,175.0
2015,Bedum,169.0
2016,Bedum,167.0
2017,Bedum,175.0
2018**,Bedum,181.0
2019*,Bedum,
2020*,Bedum,
1997,Beek (L.),96.0
1998,Beek (L.),96.0
1999,Beek (L.),95.0
2000,Beek (L.),95.0
2001,Beek (L.),147.0
2002,Beek (L.),147.0
2003,Beek (L.),147.0
2004,Beek (L.),148.0
2005,Beek (L.),191.0
2006,Beek (L.),191.0
2007,Beek (L.),200.0
2008,Beek (L.),212.0
2009,Beek (L.),218.0
2010,Beek (L.),212.0
2011,Beek (L.),199.0
2012,Beek (L.),194.0
2013,Beek (L.),188.0
2014,Beek (L.),184.0
2015,Beek (L.),178.0
2016,Beek (L.),185.0
2017,Beek (L.),188.0
2018**,Beek (L.),192.0
2019*,Beek (L.),204.0
2020*,Beek (L.),223.0
1997,Beekdaelen,
1998,Beekdaelen,
1999,Beekdaelen,
2000,Beekdaelen,
2001,Beekdaelen,
2002,Beekdaelen,
2003,Beekdaelen,
2004,Beekdaelen,
2005,Beekdaelen,
2006,Beekdaelen,
2007,Beekdaelen,
2008,Beekdaelen,
2009,Beekdaelen,
2010,Beekdaelen,
2011,Beekdaelen,
2012,Beekdaelen,
2013,Beekdaelen,
2014,Beekdaelen,
2015,Beekdaelen,
2016,Beekdaelen,
2017,Beekdaelen,
2018**,Beekdaelen,
2019*,Beekdaelen,210.0
2020*,Beekdaelen,228.0
1997,Beemster,100.0
1998,Beemster,100.0
1999,Beemster,101.0
2000,Beemster,102.0
2001,Beemster,184.0
2002,Beemster,185.0
2003,Beemster,184.0
2004,Beemster,186.0
2005,Beemster,285.0
2006,Beemster,284.0
2007,Beemster,305.0
2008,Beemster,320.0
2009,Beemster,328.0
2010,Beemster,334.0
2011,Beemster,329.0
2012,Beemster,322.0
2013,Beemster,315.0
2014,Beemster,301.0
2015,Beemster,292.0
2016,Beemster,293.0
2017,Beemster,303.0
2018**,Beemster,323.0
2019*,Beemster,362.0
2020*,Beemster,388.0
1997,Beesel,89.0
1998,Beesel,90.0
1999,Beesel,90.0
2000,Beesel,90.0
2001,Beesel,137.0
2002,Beesel,138.0
2003,Beesel,138.0
2004,Beesel,138.0
2005,Beesel,182.0
2006,Beesel,183.0
2007,Beesel,191.0
2008,Beesel,207.0
2009,Beesel,213.0
2010,Beesel,213.0
2011,Beesel,205.0
2012,Beesel,201.0
2013,Beesel,195.0
2014,Beesel,186.0
2015,Beesel,178.0
2016,Beesel,185.0
2017,Beesel,186.0
2018**,Beesel,194.0
2019*,Beesel,199.0
2020*,Beesel,218.0
1997,Beilen,72.0
1998,Beilen,
1999,Beilen,
2000,Beilen,
2001,Beilen,
2002,Beilen,
2003,Beilen,
2004,Beilen,
2005,Beilen,
2006,Beilen,
2007,Beilen,
2008,Beilen,
2009,Beilen,
2010,Beilen,
2011,Beilen,
2012,Beilen,
2013,Beilen,
2014,Beilen,
2015,Beilen,
2016,Beilen,
2017,Beilen,
2018**,Beilen,
2019*,Beilen,
2020*,Beilen,
1997,Belfeld,85.0
1998,Belfeld,85.0
1999,Belfeld,86.0
2000,Belfeld,85.0
2001,Belfeld,
2002,Belfeld,
2003,Belfeld,
2004,Belfeld,
2005,Belfeld,
2006,Belfeld,
2007,Belfeld,
2008,Belfeld,
2009,Belfeld,
2010,Belfeld,
2011,Belfeld,
2012,Belfeld,
2013,Belfeld,
2014,Belfeld,
2015,Belfeld,
2016,Belfeld,
2017,Belfeld,
2018**,Belfeld,
2019*,Belfeld,
2020*,Belfeld,
1997,Bellingwedde,63.0
1998,Bellingwedde,64.0
1999,Bellingwedde,65.0
2000,Bellingwedde,65.0
2001,Bellingwedde,93.0
2002,Bellingwedde,93.0
2003,Bellingwedde,94.0
2004,Bellingwedde,95.0
2005,Bellingwedde,154.0
2006,Bellingwedde,154.0
2007,Bellingwedde,173.0
2008,Bellingwedde,183.0
2009,Bellingwedde,188.0
2010,Bellingwedde,189.0
2011,Bellingwedde,189.0
2012,Bellingwedde,182.0
2013,Bellingwedde,169.0
2014,Bellingwedde,162.0
2015,Bellingwedde,158.0
2016,Bellingwedde,160.0
2017,Bellingwedde,163.0
2018**,Bellingwedde,
2019*,Bellingwedde,
2020*,Bellingwedde,
1997,Bemmel,102.0
1998,Bemmel,102.0
1999,Bemmel,103.0
2000,Bemmel,100.0
2001,Bemmel,147.0
2002,Bemmel,
2003,Bemmel,
2004,Bemmel,
2005,Bemmel,
2006,Bemmel,
2007,Bemmel,
2008,Bemmel,
2009,Bemmel,
2010,Bemmel,
2011,Bemmel,
2012,Bemmel,
2013,Bemmel,
2014,Bemmel,
2015,Bemmel,
2016,Bemmel,
2017,Bemmel,
2018**,Bemmel,
2019*,Bemmel,
2020*,Bemmel,
1997,Bennebroek,144.0
1998,Bennebroek,144.0
1999,Bennebroek,145.0
2000,Bennebroek,146.0
2001,Bennebroek,230.0
2002,Bennebroek,232.0
2003,Bennebroek,233.0
2004,Bennebroek,234.0
2005,Bennebroek,360.0
2006,Bennebroek,361.0
2007,Bennebroek,379.0
2008,Bennebroek,406.0
2009,Bennebroek,
2010,Bennebroek,
2011,Bennebroek,
2012,Bennebroek,
2013,Bennebroek,
2014,Bennebroek,
2015,Bennebroek,
2016,Bennebroek,
2017,Bennebroek,
2018**,Bennebroek,
2019*,Bennebroek,
2020*,Bennebroek,
1997,Berg en Dal,
1998,Berg en Dal,
1999,Berg en Dal,
2000,Berg en Dal,
2001,Berg en Dal,
2002,Berg en Dal,
2003,Berg en Dal,
2004,Berg en Dal,
2005,Berg en Dal,
2006,Berg en Dal,
2007,Berg en Dal,
2008,Berg en Dal,
2009,Berg en Dal,
2010,Berg en Dal,
2011,Berg en Dal,
2012,Berg en Dal,
2013,Berg en Dal,
2014,Berg en Dal,
2015,Berg en Dal,
2016,Berg en Dal,216.0
2017,Berg en Dal,218.0
2018**,Berg en Dal,227.0
2019*,Berg en Dal,241.0
2020*,Berg en Dal,257.0
1997,Bergambacht,97.0
1998,Bergambacht,98.0
1999,Bergambacht,98.0
2000,Bergambacht,99.0
2001,Bergambacht,182.0
2002,Bergambacht,182.0
2003,Bergambacht,183.0
2004,Bergambacht,184.0
2005,Bergambacht,266.0
2006,Bergambacht,268.0
2007,Bergambacht,290.0
2008,Bergambacht,305.0
2009,Bergambacht,316.0
2010,Bergambacht,319.0
2011,Bergambacht,306.0
2012,Bergambacht,302.0
2013,Bergambacht,294.0
2014,Bergambacht,271.0
2015,Bergambacht,
2016,Bergambacht,
2017,Bergambacht,
2018**,Bergambacht,
2019*,Bergambacht,
2020*,Bergambacht,
1997,Bergeijk,
1998,Bergeijk,
1999,Bergeijk,101.0
2000,Bergeijk,102.0
2001,Bergeijk,195.0
2002,Bergeijk,195.0
2003,Bergeijk,194.0
2004,Bergeijk,195.0
2005,Bergeijk,293.0
2006,Bergeijk,295.0
2007,Bergeijk,315.0
2008,Bergeijk,335.0
2009,Bergeijk,344.0
2010,Bergeijk,340.0
2011,Bergeijk,328.0
2012,Bergeijk,320.0
2013,Bergeijk,308.0
2014,Bergeijk,290.0
2015,Bergeijk,271.0
2016,Bergeijk,270.0
2017,Bergeijk,279.0
2018**,Bergeijk,288.0
2019*,Bergeijk,301.0
2020*,Bergeijk,317.0
1997,Bergen (L.),92.0
1998,Bergen (L.),92.0
1999,Bergen (L.),93.0
2000,Bergen (L.),93.0
2001,Bergen (L.),150.0
2002,Bergen (L.),151.0
2003,Bergen (L.),152.0
2004,Bergen (L.),151.0
2005,Bergen (L.),215.0
2006,Bergen (L.),217.0
2007,Bergen (L.),234.0
2008,Bergen (L.),249.0
2009,Bergen (L.),249.0
2010,Bergen (L.),247.0
2011,Bergen (L.),235.0
2012,Bergen (L.),220.0
2013,Bergen (L.),212.0
2014,Bergen (L.),208.0
2015,Bergen (L.),200.0
2016,Bergen (L.),202.0
2017,Bergen (L.),204.0
2018**,Bergen (L.),208.0
2019*,Bergen (L.),218.0
2020*,Bergen (L.),235.0
1997,Bergen (NH.),161.0
1998,Bergen (NH.),161.0
1999,Bergen (NH.),160.0
2000,Bergen (NH.),161.0
2001,Bergen (NH.),225.0
2002,Bergen (NH.),225.0
2003,Bergen (NH.),225.0
2004,Bergen (NH.),225.0
2005,Bergen (NH.),328.0
2006,Bergen (NH.),327.0
2007,Bergen (NH.),349.0
2008,Bergen (NH.),385.0
2009,Bergen (NH.),397.0
2010,Bergen (NH.),397.0
2011,Bergen (NH.),394.0
2012,Bergen (NH.),388.0
2013,Bergen (NH.),369.0
2014,Bergen (NH.),349.0
2015,Bergen (NH.),346.0
2016,Bergen (NH.),347.0
2017,Bergen (NH.),355.0
2018**,Bergen (NH.),374.0
2019*,Bergen (NH.),403.0
2020*,Bergen (NH.),439.0
1997,Bergen op Zoom,78.0
1998,Bergen op Zoom,78.0
1999,Bergen op Zoom,79.0
2000,Bergen op Zoom,79.0
2001,Bergen op Zoom,111.0
2002,Bergen op Zoom,112.0
2003,Bergen op Zoom,112.0
2004,Bergen op Zoom,112.0
2005,Bergen op Zoom,174.0
2006,Bergen op Zoom,174.0
2007,Bergen op Zoom,194.0
2008,Bergen op Zoom,208.0
2009,Bergen op Zoom,215.0
2010,Bergen op Zoom,216.0
2011,Bergen op Zoom,211.0
2012,Bergen op Zoom,208.0
2013,Bergen op Zoom,202.0
2014,Bergen op Zoom,195.0
2015,Bergen op Zoom,193.0
2016,Bergen op Zoom,196.0
2017,Bergen op Zoom,201.0
2018**,Bergen op Zoom,206.0
2019*,Bergen op Zoom,218.0
2020*,Bergen op Zoom,231.0
1997,Bergeyk,101.0
1998,Bergeyk,101.0
1999,Bergeyk,
2000,Bergeyk,
2001,Bergeyk,
2002,Bergeyk,
2003,Bergeyk,
2004,Bergeyk,
2005,Bergeyk,
2006,Bergeyk,
2007,Bergeyk,
2008,Bergeyk,
2009,Bergeyk,
2010,Bergeyk,
2011,Bergeyk,
2012,Bergeyk,
2013,Bergeyk,
2014,Bergeyk,
2015,Bergeyk,
2016,Bergeyk,
2017,Bergeyk,
2018**,Bergeyk,
2019*,Bergeyk,
2020*,Bergeyk,
1997,Bergh,77.0
1998,Bergh,77.0
1999,Bergh,78.0
2000,Bergh,79.0
2001,Bergh,147.0
2002,Bergh,
2003,Bergh,
2004,Bergh,
2005,Bergh,
2006,Bergh,
2007,Bergh,
2008,Bergh,
2009,Bergh,
2010,Bergh,
2011,Bergh,
2012,Bergh,
2013,Bergh,
2014,Bergh,
2015,Bergh,
2016,Bergh,
2017,Bergh,
2018**,Bergh,
2019*,Bergh,
2020*,Bergh,
1997,Bergschenhoek,125.0
1998,Bergschenhoek,126.0
1999,Bergschenhoek,124.0
2000,Bergschenhoek,127.0
2001,Bergschenhoek,184.0
2002,Bergschenhoek,178.0
2003,Bergschenhoek,186.0
2004,Bergschenhoek,185.0
2005,Bergschenhoek,275.0
2006,Bergschenhoek,274.0
2007,Bergschenhoek,
2008,Bergschenhoek,
2009,Bergschenhoek,
2010,Bergschenhoek,
2011,Bergschenhoek,
2012,Bergschenhoek,
2013,Bergschenhoek,
2014,Bergschenhoek,
2015,Bergschenhoek,
2016,Bergschenhoek,
2017,Bergschenhoek,
2018**,Bergschenhoek,
2019*,Bergschenhoek,
2020*,Bergschenhoek,
1997,Berkel en Rodenrijs,111.0
1998,Berkel en Rodenrijs,110.0
1999,Berkel en Rodenrijs,111.0
2000,Berkel en Rodenrijs,112.0
2001,Berkel en Rodenrijs,158.0
2002,Berkel en Rodenrijs,158.0
2003,Berkel en Rodenrijs,156.0
2004,Berkel en Rodenrijs,170.0
2005,Berkel en Rodenrijs,234.0
2006,Berkel en Rodenrijs,226.0
2007,Berkel en Rodenrijs,
2008,Berkel en Rodenrijs,
2009,Berkel en Rodenrijs,
2010,Berkel en Rodenrijs,
2011,Berkel en Rodenrijs,
2012,Berkel en Rodenrijs,
2013,Berkel en Rodenrijs,
2014,Berkel en Rodenrijs,
2015,Berkel en Rodenrijs,
2016,Berkel en Rodenrijs,
2017,Berkel en Rodenrijs,
2018**,Berkel en Rodenrijs,
2019*,Berkel en Rodenrijs,
2020*,Berkel en Rodenrijs,
1997,Berkelland,
1998,Berkelland,
1999,Berkelland,
2000,Berkelland,
2001,Berkelland,
2002,Berkelland,
2003,Berkelland,
2004,Berkelland,
2005,Berkelland,208.0
2006,Berkelland,209.0
2007,Berkelland,223.0
2008,Berkelland,236.0
2009,Berkelland,241.0
2010,Berkelland,244.0
2011,Berkelland,238.0
2012,Berkelland,227.0
2013,Berkelland,216.0
2014,Berkelland,203.0
2015,Berkelland,198.0
2016,Berkelland,198.0
2017,Berkelland,205.0
2018**,Berkelland,215.0
2019*,Berkelland,229.0
2020*,Berkelland,243.0
1997,Bernheze,96.0
1998,Bernheze,96.0
1999,Bernheze,97.0
2000,Bernheze,97.0
2001,Bernheze,176.0
2002,Bernheze,177.0
2003,Bernheze,177.0
2004,Bernheze,178.0
2005,Bernheze,276.0
2006,Bernheze,277.0
2007,Bernheze,299.0
2008,Bernheze,318.0
2009,Bernheze,320.0
2010,Bernheze,330.0
2011,Bernheze,324.0
2012,Bernheze,306.0
2013,Bernheze,294.0
2014,Bernheze,277.0
2015,Bernheze,267.0
2016,Bernheze,266.0
2017,Bernheze,272.0
2018**,Bernheze,
2019*,Bernheze,292.0
2020*,Bernheze,321.0
1997,Bernisse,70.0
1998,Bernisse,70.0
1999,Bernisse,71.0
2000,Bernisse,72.0
2001,Bernisse,142.0
2002,Bernisse,143.0
2003,Bernisse,143.0
2004,Bernisse,144.0
2005,Bernisse,208.0
2006,Bernisse,209.0
2007,Bernisse,232.0
2008,Bernisse,247.0
2009,Bernisse,258.0
2010,Bernisse,258.0
2011,Bernisse,253.0
2012,Bernisse,250.0
2013,Bernisse,246.0
2014,Bernisse,230.0
2015,Bernisse,
2016,Bernisse,
2017,Bernisse,
2018**,Bernisse,
2019*,Bernisse,
2020*,Bernisse,
1997,Best,87.0
1998,Best,88.0
1999,Best,89.0
2000,Best,90.0
2001,Best,164.0
2002,Best,166.0
2003,Best,168.0
2004,Best,170.0
2005,Best,255.0
2006,Best,257.0
2007,Best,275.0
2008,Best,297.0
2009,Best,307.0
2010,Best,308.0
2011,Best,303.0
2012,Best,293.0
2013,Best,280.0
2014,Best,261.0
2015,Best,252.0
2016,Best,251.0
2017,Best,263.0
2018**,Best,272.0
2019*,Best,291.0
2020*,Best,305.0
1997,Beuningen,90.0
1998,Beuningen,92.0
1999,Beuningen,93.0
2000,Beuningen,94.0
2001,Beuningen,154.0
2002,Beuningen,155.0
2003,Beuningen,155.0
2004,Beuningen,156.0
2005,Beuningen,232.0
2006,Beuningen,233.0
2007,Beuningen,249.0
2008,Beuningen,268.0
2009,Beuningen,274.0
2010,Beuningen,275.0
2011,Beuningen,271.0
2012,Beuningen,264.0
2013,Beuningen,252.0
2014,Beuningen,230.0
2015,Beuningen,223.0
2016,Beuningen,223.0
2017,Beuningen,225.0
2018**,Beuningen,235.0
2019*,Beuningen,251.0
2020*,Beuningen,269.0
1997,Beverwijk,72.0
1998,Beverwijk,72.0
1999,Beverwijk,73.0
2000,Beverwijk,73.0
2001,Beverwijk,107.0
2002,Beverwijk,107.0
2003,Beverwijk,111.0
2004,Beverwijk,113.0
2005,Beverwijk,179.0
2006,Beverwijk,178.0
2007,Beverwijk,190.0
2008,Beverwijk,199.0
2009,Beverwijk,202.0
2010,Beverwijk,205.0
2011,Beverwijk,200.0
2012,Beverwijk,196.0
2013,Beverwijk,191.0
2014,Beverwijk,179.0
2015,Beverwijk,176.0
2016,Beverwijk,176.0
2017,Beverwijk,183.0
2018**,Beverwijk,194.0
2019*,Beverwijk,215.0
2020*,Beverwijk,240.0
1997,het Bildt,51.0
1998,het Bildt,52.0
1999,het Bildt,52.0
2000,het Bildt,53.0
2001,het Bildt,82.0
2002,het Bildt,84.0
2003,het Bildt,86.0
2004,het Bildt,86.0
2005,het Bildt,141.0
2006,het Bildt,142.0
2007,het Bildt,155.0
2008,het Bildt,167.0
2009,het Bildt,170.0
2010,het Bildt,168.0
2011,het Bildt,166.0
2012,het Bildt,163.0
2013,het Bildt,153.0
2014,het Bildt,142.0
2015,het Bildt,139.0
2016,het Bildt,141.0
2017,het Bildt,143.0
2018**,het Bildt,
2019*,het Bildt,
2020*,het Bildt,
1997,De Bilt,125.0
1998,De Bilt,125.0
1999,De Bilt,126.0
2000,De Bilt,126.0
2001,De Bilt,218.0
2002,De Bilt,218.0
2003,De Bilt,219.0
2004,De Bilt,219.0
2005,De Bilt,324.0
2006,De Bilt,326.0
2007,De Bilt,344.0
2008,De Bilt,374.0
2009,De Bilt,392.0
2010,De Bilt,393.0
2011,De Bilt,384.0
2012,De Bilt,378.0
2013,De Bilt,361.0
2014,De Bilt,337.0
2015,De Bilt,325.0
2016,De Bilt,327.0
2017,De Bilt,340.0
2018**,De Bilt,359.0
2019*,De Bilt,395.0
2020*,De Bilt,421.0
1997,Binnenmaas,92.0
1998,Binnenmaas,93.0
1999,Binnenmaas,94.0
2000,Binnenmaas,95.0
2001,Binnenmaas,148.0
2002,Binnenmaas,148.0
2003,Binnenmaas,149.0
2004,Binnenmaas,151.0
2005,Binnenmaas,230.0
2006,Binnenmaas,231.0
2007,Binnenmaas,241.0
2008,Binnenmaas,260.0
2009,Binnenmaas,268.0
2010,Binnenmaas,269.0
2011,Binnenmaas,259.0
2012,Binnenmaas,255.0
2013,Binnenmaas,246.0
2014,Binnenmaas,231.0
2015,Binnenmaas,223.0
2016,Binnenmaas,226.0
2017,Binnenmaas,230.0
2018**,Binnenmaas,238.0
2019*,Binnenmaas,
2020*,Binnenmaas,
1997,Bladel,103.0
1998,Bladel,102.0
1999,Bladel,102.0
2000,Bladel,103.0
2001,Bladel,179.0
2002,Bladel,180.0
2003,Bladel,180.0
2004,Bladel,180.0
2005,Bladel,266.0
2006,Bladel,267.0
2007,Bladel,282.0
2008,Bladel,307.0
2009,Bladel,315.0
2010,Bladel,318.0
2011,Bladel,300.0
2012,Bladel,291.0
2013,Bladel,282.0
2014,Bladel,272.0
2015,Bladel,263.0
2016,Bladel,259.0
2017,Bladel,268.0
2018**,Bladel,278.0
2019*,Bladel,290.0
2020*,Bladel,307.0
1997,Blaricum,181.0
1998,Blaricum,182.0
1999,Blaricum,183.0
2000,Blaricum,184.0
2001,Blaricum,359.0
2002,Blaricum,359.0
2003,Blaricum,359.0
2004,Blaricum,363.0
2005,Blaricum,515.0
2006,Blaricum,518.0
2007,Blaricum,535.0
2008,Blaricum,590.0
2009,Blaricum,636.0
2010,Blaricum,633.0
2011,Blaricum,619.0
2012,Blaricum,589.0
2013,Blaricum,557.0
2014,Blaricum,529.0
2015,Blaricum,512.0
2016,Blaricum,504.0
2017,Blaricum,527.0
2018**,Blaricum,575.0
2019*,Blaricum,606.0
2020*,Blaricum,647.0
1997,Bleiswijk,105.0
1998,Bleiswijk,105.0
1999,Bleiswijk,105.0
2000,Bleiswijk,105.0
2001,Bleiswijk,161.0
2002,Bleiswijk,163.0
2003,Bleiswijk,167.0
2004,Bleiswijk,168.0
